Id,Predicted
014f8b62-bacc-11e8-b2b8-ac1f6b6435d0,0 5 21 25
015083f4-bad7-11e8-b2b9-ac1f6b6435d0,14 25
015b2736-bace-11e8-b2b8-ac1f6b6435d0,25
015dcea0-bad3-11e8-b2b8-ac1f6b6435d0,23
01694d0c-bace-11e8-b2b8-ac1f6b6435d0,0 25
016a074e-bac7-11e8-b2b7-ac1f6b6435d0,3 25
016c6c36-bacd-11e8-b2b8-ac1f6b6435d0,0 25
0176a358-bace-11e8-b2b8-ac1f6b6435d0,0 25
017bce6e-bace-11e8-b2b8-ac1f6b6435d0,0 21 25
017c5fb2-bad0-11e8-b2b8-ac1f6b6435d0,2
017cd0e8-bace-11e8-b2b8-ac1f6b6435d0,0 2
017faf3e-bad3-11e8-b2b8-ac1f6b6435d0,14
01835f6c-bad3-11e8-b2b8-ac1f6b6435d0,4
01854ec8-bad1-11e8-b2b8-ac1f6b6435d0,0 21 25
01861f5a-bacd-11e8-b2b8-ac1f6b6435d0,0
0189c954-bad5-11e8-b2b8-ac1f6b6435d0,4
018f06ec-bad2-11e8-b2b8-ac1f6b6435d0,0 1
019b4708-bac9-11e8-b2b8-ac1f6b6435d0,0 25
019ba74e-bad2-11e8-b2b8-ac1f6b6435d0,0 25
019d1658-bacb-11e8-b2b8-ac1f6b6435d0,0 25
019f0ee6-bad4-11e8-b2b8-ac1f6b6435d0,0 25
019f2c72-bac6-11e8-b2b7-ac1f6b6435d0,0 21 25
01a1b88a-bad9-11e8-b2b9-ac1f6b6435d0,21 25
01a9cd40-baca-11e8-b2b8-ac1f6b6435d0,7 17 18
01aa697c-bac9-11e8-b2b8-ac1f6b6435d0,0 25
01ab57ce-bac9-11e8-b2b8-ac1f6b6435d0,23
01adcb3a-bad3-11e8-b2b8-ac1f6b6435d0,0 21
01c42b88-bac8-11e8-b2b7-ac1f6b6435d0,14
01c878b4-bac8-11e8-b2b7-ac1f6b6435d0,4
01ccbe04-baca-11e8-b2b8-ac1f6b6435d0,0 25
01cda8a8-bad6-11e8-b2b9-ac1f6b6435d0,11
01cef0f8-bad8-11e8-b2b9-ac1f6b6435d0,23
01d32d72-bacd-11e8-b2b8-ac1f6b6435d0,13
01d904ca-bacf-11e8-b2b8-ac1f6b6435d0,23 25
01e09a9c-bac9-11e8-b2b8-ac1f6b6435d0,0 25
01e2f768-bad0-11e8-b2b8-ac1f6b6435d0,25
01e3b2b2-bacf-11e8-b2b8-ac1f6b6435d0,0 7 25
01e41cf8-bace-11e8-b2b8-ac1f6b6435d0,24
01e7dc3a-bace-11e8-b2b8-ac1f6b6435d0,0 23 25
01e864b6-bad8-11e8-b2b9-ac1f6b6435d0,0 11 25
01ea2770-bad2-11e8-b2b8-ac1f6b6435d0,7 23
01f23058-bad9-11e8-b2b9-ac1f6b6435d0,0 23
01f4da46-bad5-11e8-b2b8-ac1f6b6435d0,0 23
01fcaa14-bad5-11e8-b2b8-ac1f6b6435d0,7 25
01fccd36-bad6-11e8-b2b9-ac1f6b6435d0,0 21 25
01fd2f5e-bad3-11e8-b2b8-ac1f6b6435d0,0 14 16 17
01ff9030-bad0-11e8-b2b8-ac1f6b6435d0,0 11 24 25
0202b702-bad9-11e8-b2b9-ac1f6b6435d0,20
0206b414-bad5-11e8-b2b8-ac1f6b6435d0,0 25
020bf4cc-bad2-11e8-b2b8-ac1f6b6435d0,0 2 25
020c976c-bacb-11e8-b2b8-ac1f6b6435d0,1
020de61a-bac8-11e8-b2b7-ac1f6b6435d0,16 17 18 25
020e0bca-bad9-11e8-b2b9-ac1f6b6435d0,0 22 25
020f442a-bad1-11e8-b2b8-ac1f6b6435d0,25
021334c2-bad1-11e8-b2b8-ac1f6b6435d0,21 25
022082f2-bac8-11e8-b2b7-ac1f6b6435d0,0 2 25
0222964e-bad9-11e8-b2b9-ac1f6b6435d0,4 25
022e4214-bacf-11e8-b2b8-ac1f6b6435d0,14 25
022e63d0-bad8-11e8-b2b9-ac1f6b6435d0,26
02352fa8-bad8-11e8-b2b9-ac1f6b6435d0,0 18 19 25
0237345e-bac6-11e8-b2b7-ac1f6b6435d0,25
0238dc88-bad4-11e8-b2b8-ac1f6b6435d0,2 21 25
0242c68e-bad5-11e8-b2b8-ac1f6b6435d0,20
0245a724-bacf-11e8-b2b8-ac1f6b6435d0,0 4
024789a8-bac6-11e8-b2b7-ac1f6b6435d0,0
024d5df0-bad6-11e8-b2b9-ac1f6b6435d0,0 25
0253e25e-bac9-11e8-b2b8-ac1f6b6435d0,25
025d82d0-bac6-11e8-b2b7-ac1f6b6435d0,0 2 4
025fd03e-bacc-11e8-b2b8-ac1f6b6435d0,18 19
026bcd1e-bad4-11e8-b2b8-ac1f6b6435d0,6 25
026fd15e-bad7-11e8-b2b9-ac1f6b6435d0,0 21
02778c56-bad6-11e8-b2b9-ac1f6b6435d0,0
0278021c-bac7-11e8-b2b7-ac1f6b6435d0,0 7
027e60f0-bad9-11e8-b2b9-ac1f6b6435d0,0 11
028229f2-bad8-11e8-b2b9-ac1f6b6435d0,5
02879fa8-bacf-11e8-b2b8-ac1f6b6435d0,0 14 25
028d1fe6-baca-11e8-b2b8-ac1f6b6435d0,0 25
028e3884-bad1-11e8-b2b8-ac1f6b6435d0,0 21 25
02922130-bacf-11e8-b2b8-ac1f6b6435d0,25
0298f908-bad7-11e8-b2b9-ac1f6b6435d0,0 19 25
029ccb30-bacf-11e8-b2b8-ac1f6b6435d0,6 25
02a4495a-baca-11e8-b2b8-ac1f6b6435d0,0 1
02a51ac4-bad4-11e8-b2b8-ac1f6b6435d0,0 5
02a5f686-bac7-11e8-b2b7-ac1f6b6435d0,0 2 25
02a9bdd0-bad5-11e8-b2b8-ac1f6b6435d0,
02aa2a80-bad6-11e8-b2b9-ac1f6b6435d0,0 21 25
02ad0dd2-bada-11e8-b2b9-ac1f6b6435d0,21 25
02be9e3c-bad8-11e8-b2b9-ac1f6b6435d0,0
02beb518-bac7-11e8-b2b7-ac1f6b6435d0,25
02bee544-bad4-11e8-b2b8-ac1f6b6435d0,0 3 23
02cd2e50-bad0-11e8-b2b8-ac1f6b6435d0,16 17 18 25
02cf42a0-bad8-11e8-b2b9-ac1f6b6435d0,0 7
02d2ee9c-bad7-11e8-b2b9-ac1f6b6435d0,0 25
02d379bc-badb-11e8-b2b9-ac1f6b6435d0,6 7 25
02e19f42-badb-11e8-b2b9-ac1f6b6435d0,6
02eaee88-bac9-11e8-b2b8-ac1f6b6435d0,0
0301e966-bad9-11e8-b2b9-ac1f6b6435d0,0 17 25
030580d8-bad6-11e8-b2b9-ac1f6b6435d0,1 21 25
0305dfb6-bad0-11e8-b2b8-ac1f6b6435d0,25
0311fa50-bace-11e8-b2b8-ac1f6b6435d0,0 19 25
0317fdf2-bad2-11e8-b2b8-ac1f6b6435d0,0 21 25
032b9eae-bac6-11e8-b2b7-ac1f6b6435d0,0 11 25
032cfc24-bad8-11e8-b2b9-ac1f6b6435d0,4 25
0339c228-bad9-11e8-b2b9-ac1f6b6435d0,5
033ba068-bad7-11e8-b2b9-ac1f6b6435d0,2 21
033bbeda-bad8-11e8-b2b9-ac1f6b6435d0,0 25
03423ab6-bad4-11e8-b2b8-ac1f6b6435d0,19
034685a2-bac6-11e8-b2b7-ac1f6b6435d0,21 25
034c008a-bad1-11e8-b2b8-ac1f6b6435d0,7 25
034d2f1a-bada-11e8-b2b9-ac1f6b6435d0,5 25
035868be-bad8-11e8-b2b9-ac1f6b6435d0,0 6 19 25
035b8032-bad1-11e8-b2b8-ac1f6b6435d0,0 25
035f950a-bac7-11e8-b2b7-ac1f6b6435d0,23
0360c888-bac9-11e8-b2b8-ac1f6b6435d0,0 2
03659ab8-bad1-11e8-b2b8-ac1f6b6435d0,0 11
036927d6-bad2-11e8-b2b8-ac1f6b6435d0,21
03710240-badb-11e8-b2b9-ac1f6b6435d0,0 7 25
0379e840-bac9-11e8-b2b8-ac1f6b6435d0,0 12
037a3214-bad8-11e8-b2b9-ac1f6b6435d0,0 2 25
037c6844-bad9-11e8-b2b9-ac1f6b6435d0,0
037f569e-bacf-11e8-b2b8-ac1f6b6435d0,23
038a489e-bacd-11e8-b2b8-ac1f6b6435d0,0
038aab6a-bad0-11e8-b2b8-ac1f6b6435d0,0
0397cb42-bad5-11e8-b2b8-ac1f6b6435d0,14
03989e04-bac7-11e8-b2b7-ac1f6b6435d0,0 21 25
039a2b64-bac9-11e8-b2b8-ac1f6b6435d0,0 21 25
039ce306-badb-11e8-b2b9-ac1f6b6435d0,0 25
039e06e4-bad8-11e8-b2b9-ac1f6b6435d0,23
03a3d46e-bada-11e8-b2b9-ac1f6b6435d0,16 21 25
03bda310-bac8-11e8-b2b7-ac1f6b6435d0,14 21 25
03bfb2b4-badb-11e8-b2b9-ac1f6b6435d0,0 25
03d64dee-bacc-11e8-b2b8-ac1f6b6435d0,25
03d70cc0-badb-11e8-b2b9-ac1f6b6435d0,25
03de360a-bacf-11e8-b2b8-ac1f6b6435d0,0 5 25
03ea0380-bac6-11e8-b2b7-ac1f6b6435d0,0 5 13
03ead900-bad9-11e8-b2b9-ac1f6b6435d0,0 25
03f31e24-badb-11e8-b2b9-ac1f6b6435d0,16 25
03f4b0e8-bad3-11e8-b2b8-ac1f6b6435d0,25
03ffc2da-bace-11e8-b2b8-ac1f6b6435d0,0 25
03ffc5d2-bad3-11e8-b2b8-ac1f6b6435d0,2 21
04025c84-bad8-11e8-b2b9-ac1f6b6435d0,0 3 25
0407cae4-bacd-11e8-b2b8-ac1f6b6435d0,0 5 25
040ba4d0-bacc-11e8-b2b8-ac1f6b6435d0,0 25
040e4670-bad8-11e8-b2b9-ac1f6b6435d0,0 3 19 25
040fee1e-bacc-11e8-b2b8-ac1f6b6435d0,21 25
0418f17a-bac8-11e8-b2b7-ac1f6b6435d0,0 25
041ce7a8-bacd-11e8-b2b8-ac1f6b6435d0,0 5 19
0423bfcc-bad9-11e8-b2b9-ac1f6b6435d0,0 25
042da34c-bad0-11e8-b2b8-ac1f6b6435d0,0 21 25
04319434-bacb-11e8-b2b8-ac1f6b6435d0,0 14
043924f0-bac7-11e8-b2b7-ac1f6b6435d0,0
043dd0e8-bace-11e8-b2b8-ac1f6b6435d0,7
0441c9a4-bad9-11e8-b2b9-ac1f6b6435d0,0 5 25
04455b84-bad7-11e8-b2b9-ac1f6b6435d0,19
044d8abe-bad4-11e8-b2b8-ac1f6b6435d0,0 25
044e2200-bad2-11e8-b2b8-ac1f6b6435d0,
04565222-bacd-11e8-b2b8-ac1f6b6435d0,7 25
045718d8-bac8-11e8-b2b7-ac1f6b6435d0,21 22
0457b426-baca-11e8-b2b8-ac1f6b6435d0,2
046a6e86-bad4-11e8-b2b8-ac1f6b6435d0,0 5
046a73f4-bad9-11e8-b2b9-ac1f6b6435d0,14 25
0473d882-bad3-11e8-b2b8-ac1f6b6435d0,
047d5b16-bacc-11e8-b2b8-ac1f6b6435d0,2 3 21
0484b7b4-baca-11e8-b2b8-ac1f6b6435d0,6 20
04852a9a-bac6-11e8-b2b7-ac1f6b6435d0,11 23
0487e4da-bad8-11e8-b2b9-ac1f6b6435d0,11 12 25
0492517a-bacb-11e8-b2b8-ac1f6b6435d0,12 25
049df494-bacb-11e8-b2b8-ac1f6b6435d0,0 19
04a0ad32-bac7-11e8-b2b7-ac1f6b6435d0,0 5
04b5f52e-bacd-11e8-b2b8-ac1f6b6435d0,25
04bd4d76-bacb-11e8-b2b8-ac1f6b6435d0,0 11
04cb9150-bacc-11e8-b2b8-ac1f6b6435d0,0 2
04d1ed9e-bada-11e8-b2b9-ac1f6b6435d0,0 23
04d1efac-bad9-11e8-b2b9-ac1f6b6435d0,0 23 25
04e1d4ac-bad0-11e8-b2b8-ac1f6b6435d0,11
04e82088-bad4-11e8-b2b8-ac1f6b6435d0,
04eef62c-bad6-11e8-b2b9-ac1f6b6435d0,12 25 0
04f30392-bac8-11e8-b2b7-ac1f6b6435d0,0 21 25
04f4bcc8-bad7-11e8-b2b9-ac1f6b6435d0,17 18 25
04fa1290-bac8-11e8-b2b7-ac1f6b6435d0,0 21 25
04fe60d6-bad5-11e8-b2b8-ac1f6b6435d0,2 7 23
05043a7e-bacb-11e8-b2b8-ac1f6b6435d0,21 25
0509c846-baca-11e8-b2b8-ac1f6b6435d0,0 25
050df11c-bac7-11e8-b2b7-ac1f6b6435d0,4 14 25
051ef932-bacf-11e8-b2b8-ac1f6b6435d0,23
05293116-bacc-11e8-b2b8-ac1f6b6435d0,25
0529b9c8-bacd-11e8-b2b8-ac1f6b6435d0,4 5
0531750e-bac9-11e8-b2b8-ac1f6b6435d0,13
05336e34-bacb-11e8-b2b8-ac1f6b6435d0,0 1
0534009a-bad2-11e8-b2b8-ac1f6b6435d0,0 13 25
0537e6ea-bad4-11e8-b2b8-ac1f6b6435d0,0 25
0547f054-bace-11e8-b2b8-ac1f6b6435d0,2 25
05488cfc-baca-11e8-b2b8-ac1f6b6435d0,0
054fda56-bada-11e8-b2b9-ac1f6b6435d0,0 25
055058fe-badb-11e8-b2b9-ac1f6b6435d0,11
05543912-baca-11e8-b2b8-ac1f6b6435d0,23
055b8748-bada-11e8-b2b9-ac1f6b6435d0,5
055ded52-bacc-11e8-b2b8-ac1f6b6435d0,19 25
0568b1e2-bacc-11e8-b2b8-ac1f6b6435d0,12 21 25
05794e6c-bacc-11e8-b2b8-ac1f6b6435d0,14 17 25
057b4f74-bacb-11e8-b2b8-ac1f6b6435d0,26
057cdf12-bac9-11e8-b2b8-ac1f6b6435d0,0 3 26
057dbf4e-bad9-11e8-b2b9-ac1f6b6435d0,0 5
057fc028-baca-11e8-b2b8-ac1f6b6435d0,13 25
058aafc8-bada-11e8-b2b9-ac1f6b6435d0,0 25
058e6152-bad2-11e8-b2b8-ac1f6b6435d0,12 25
058fea82-bac7-11e8-b2b7-ac1f6b6435d0,0
0595dc08-bacc-11e8-b2b8-ac1f6b6435d0,0 23 25
05a16ace-bad0-11e8-b2b8-ac1f6b6435d0,0 5 25
05a677d8-bad7-11e8-b2b9-ac1f6b6435d0,0 19
05a89430-bacf-11e8-b2b8-ac1f6b6435d0,0 21 25
05a9acb0-bacc-11e8-b2b8-ac1f6b6435d0,0 12
05ad3818-bada-11e8-b2b9-ac1f6b6435d0,2 25
05b486a6-bac9-11e8-b2b8-ac1f6b6435d0,2
05b50f2a-bac6-11e8-b2b7-ac1f6b6435d0,0 19 25
05ba53c6-bad1-11e8-b2b8-ac1f6b6435d0,0 2
05ba782e-bad1-11e8-b2b8-ac1f6b6435d0,11
05c9cc68-bad9-11e8-b2b9-ac1f6b6435d0,0 5 25
05cc9484-bad9-11e8-b2b9-ac1f6b6435d0,0 25
05d45be8-bace-11e8-b2b8-ac1f6b6435d0,0 3 25
05d7e1e8-bad6-11e8-b2b9-ac1f6b6435d0,2
05e5985a-bad2-11e8-b2b8-ac1f6b6435d0,3
06001d6c-bada-11e8-b2b9-ac1f6b6435d0,7
060206ba-bad8-11e8-b2b9-ac1f6b6435d0,0
061ab854-bace-11e8-b2b8-ac1f6b6435d0,0 12
061bd6e2-bad0-11e8-b2b8-ac1f6b6435d0,0 2
06247fd6-bad5-11e8-b2b8-ac1f6b6435d0,7
06329018-bad4-11e8-b2b8-ac1f6b6435d0,0 2 25
063d4e40-bad4-11e8-b2b8-ac1f6b6435d0,7
0642633a-bacf-11e8-b2b8-ac1f6b6435d0,0 5
0642c4c2-bacc-11e8-b2b8-ac1f6b6435d0,0 14 16 17 23
06495cb2-bad9-11e8-b2b9-ac1f6b6435d0,1 21 25
064b05f4-bad8-11e8-b2b9-ac1f6b6435d0,7
06687ff0-bad1-11e8-b2b8-ac1f6b6435d0,19
06738b78-bac9-11e8-b2b8-ac1f6b6435d0,0 21 25
067e9c5e-bad1-11e8-b2b8-ac1f6b6435d0,21 25
0685aaae-bad5-11e8-b2b8-ac1f6b6435d0,0 2 25
068b22ea-bad0-11e8-b2b8-ac1f6b6435d0,0 5
069077be-bad4-11e8-b2b8-ac1f6b6435d0,0 2
06a67c5e-bace-11e8-b2b8-ac1f6b6435d0,26
06a985bc-bad2-11e8-b2b8-ac1f6b6435d0,3 5
06b27ec0-bac7-11e8-b2b7-ac1f6b6435d0,11 25
06b3b4c6-bad0-11e8-b2b8-ac1f6b6435d0,14
06b4f936-baca-11e8-b2b8-ac1f6b6435d0,21 25
06b835e8-bace-11e8-b2b8-ac1f6b6435d0,0
06c19314-bad7-11e8-b2b9-ac1f6b6435d0,1
06c1ac34-bada-11e8-b2b9-ac1f6b6435d0,14 16 17
06c31878-bace-11e8-b2b8-ac1f6b6435d0,0 21
06c985a8-bad5-11e8-b2b8-ac1f6b6435d0,0 21 25
06ca9092-bacb-11e8-b2b8-ac1f6b6435d0,23 25
06ce0ec2-bad3-11e8-b2b8-ac1f6b6435d0,11
06d10dde-bad3-11e8-b2b8-ac1f6b6435d0,0 7
06d277d4-bac7-11e8-b2b7-ac1f6b6435d0,0
06d339f6-bad3-11e8-b2b8-ac1f6b6435d0,0 25
06d363c0-bacb-11e8-b2b8-ac1f6b6435d0,0 21 25
06d8ac90-bad5-11e8-b2b8-ac1f6b6435d0,14 16 17
06dd4eac-badb-11e8-b2b9-ac1f6b6435d0,0 25
06e54e5e-bac7-11e8-b2b7-ac1f6b6435d0,0 25
06e6b270-bad7-11e8-b2b9-ac1f6b6435d0,0 16 17 25
06e73cda-bad8-11e8-b2b9-ac1f6b6435d0,19
06e87738-bac6-11e8-b2b7-ac1f6b6435d0,6 25
06eaed86-bad7-11e8-b2b9-ac1f6b6435d0,0 25
06efae44-bacc-11e8-b2b8-ac1f6b6435d0,0 2
06f06eea-bad8-11e8-b2b9-ac1f6b6435d0,0
06f73f38-badb-11e8-b2b9-ac1f6b6435d0,0 7
06fb3a92-bac8-11e8-b2b7-ac1f6b6435d0,21
06fd5b72-baca-11e8-b2b8-ac1f6b6435d0,0 2 17 18
070dbf86-bace-11e8-b2b8-ac1f6b6435d0,0 2 3
0713ce82-bad6-11e8-b2b9-ac1f6b6435d0,14 25
0714cc54-bad8-11e8-b2b9-ac1f6b6435d0,5
071a1330-bad8-11e8-b2b9-ac1f6b6435d0,19 25
071cc8b8-bacf-11e8-b2b8-ac1f6b6435d0,25
0720ec14-bad3-11e8-b2b8-ac1f6b6435d0,0 1 25
0726edbe-badb-11e8-b2b9-ac1f6b6435d0,21 25
072f6998-bac8-11e8-b2b7-ac1f6b6435d0,7
073b9e30-bac7-11e8-b2b7-ac1f6b6435d0,24
073f7878-bac9-11e8-b2b8-ac1f6b6435d0,25
073f7ef2-bada-11e8-b2b9-ac1f6b6435d0,0 25
07433220-bacd-11e8-b2b8-ac1f6b6435d0,6
0745b78a-bac7-11e8-b2b7-ac1f6b6435d0,0 21 25
075203a0-bad1-11e8-b2b8-ac1f6b6435d0,0 18
0759779e-bad5-11e8-b2b8-ac1f6b6435d0,0 2 4
076a784c-bad9-11e8-b2b9-ac1f6b6435d0,14
076d1eb6-bad0-11e8-b2b8-ac1f6b6435d0,25 0 21
076df32a-bad7-11e8-b2b9-ac1f6b6435d0,0 5 25
076fd280-bad2-11e8-b2b8-ac1f6b6435d0,18 24
0774284e-bad7-11e8-b2b9-ac1f6b6435d0,3
0779b2a2-bada-11e8-b2b9-ac1f6b6435d0,2 21
07918b9a-bace-11e8-b2b8-ac1f6b6435d0,0 25
0794d658-bac7-11e8-b2b7-ac1f6b6435d0,0 7
07986944-bac7-11e8-b2b7-ac1f6b6435d0,26
0798a8c8-bad6-11e8-b2b9-ac1f6b6435d0,25
079da828-bad6-11e8-b2b9-ac1f6b6435d0,5
07aef76e-bad5-11e8-b2b8-ac1f6b6435d0,0 25
07afba98-bad3-11e8-b2b8-ac1f6b6435d0,3
07b73922-bad7-11e8-b2b9-ac1f6b6435d0,0 24
07b78498-baca-11e8-b2b8-ac1f6b6435d0,0 5
07b8be4c-badb-11e8-b2b9-ac1f6b6435d0,25
07c01b6a-bacc-11e8-b2b8-ac1f6b6435d0,2 23
07c1786a-bad2-11e8-b2b8-ac1f6b6435d0,11 24 25
07ca2b36-bac8-11e8-b2b7-ac1f6b6435d0,2 6 25
07ce1334-bad4-11e8-b2b8-ac1f6b6435d0,0 25
07cec246-badb-11e8-b2b9-ac1f6b6435d0,0 25
07d19770-bad9-11e8-b2b9-ac1f6b6435d0,7 25
07d2fb8e-bac9-11e8-b2b8-ac1f6b6435d0,0 21
07d6cc42-bac8-11e8-b2b7-ac1f6b6435d0,11
07e57c84-badb-11e8-b2b9-ac1f6b6435d0,0
07e6612a-bacd-11e8-b2b8-ac1f6b6435d0,0 25
07e9faf4-baca-11e8-b2b8-ac1f6b6435d0,0 5
07ea5874-bad3-11e8-b2b8-ac1f6b6435d0,16 17 23 25
07efe8aa-bada-11e8-b2b9-ac1f6b6435d0,0 1 25
07f51dce-badb-11e8-b2b9-ac1f6b6435d0,0 21 25
0808e47a-bad2-11e8-b2b8-ac1f6b6435d0,25
080911ae-bad5-11e8-b2b8-ac1f6b6435d0,0 23 25
080e2358-bac9-11e8-b2b8-ac1f6b6435d0,0 21
0817eec6-badb-11e8-b2b9-ac1f6b6435d0,0 26
081931e6-bad1-11e8-b2b8-ac1f6b6435d0,0 3 25
082246c2-bacd-11e8-b2b8-ac1f6b6435d0,12 21 25
082adebe-bad1-11e8-b2b8-ac1f6b6435d0,4 13 21 22 25
082ee970-bacf-11e8-b2b8-ac1f6b6435d0,0 21
0830d658-bad5-11e8-b2b8-ac1f6b6435d0,2 7
083a6242-bac9-11e8-b2b8-ac1f6b6435d0,0
083a924e-bad3-11e8-b2b8-ac1f6b6435d0,0 25
08481b4e-bad3-11e8-b2b8-ac1f6b6435d0,0 5
084c51ae-baca-11e8-b2b8-ac1f6b6435d0,14
0850dea8-bacb-11e8-b2b8-ac1f6b6435d0,0 2
085ad45a-bac9-11e8-b2b8-ac1f6b6435d0,3
085b49f6-bad0-11e8-b2b8-ac1f6b6435d0,18 19
0880ac84-bace-11e8-b2b8-ac1f6b6435d0,0 25
0881fdf4-bad4-11e8-b2b8-ac1f6b6435d0,7 16 17 25
0882c0e6-bad8-11e8-b2b9-ac1f6b6435d0,0 25
088c4ede-bad0-11e8-b2b8-ac1f6b6435d0,0 14
08939cf2-bad0-11e8-b2b8-ac1f6b6435d0,21 25
0893aa9c-bad7-11e8-b2b9-ac1f6b6435d0,0
0894e7cc-bad7-11e8-b2b9-ac1f6b6435d0,0
089b1676-bad0-11e8-b2b8-ac1f6b6435d0,0 21 25
08aecd14-bad6-11e8-b2b9-ac1f6b6435d0,0 11 25
08af3a84-bacb-11e8-b2b8-ac1f6b6435d0,21
08b746b6-bacb-11e8-b2b8-ac1f6b6435d0,0 25
08c3d2d6-bad1-11e8-b2b8-ac1f6b6435d0,0 21 23
08c52736-bada-11e8-b2b9-ac1f6b6435d0,0
08c6d41e-bad0-11e8-b2b8-ac1f6b6435d0,21 25
08c9541c-bad2-11e8-b2b8-ac1f6b6435d0,0 21
08ca1762-bacd-11e8-b2b8-ac1f6b6435d0,0 25
08cd3138-bad0-11e8-b2b8-ac1f6b6435d0,0 2 23 25
08d14072-bad3-11e8-b2b8-ac1f6b6435d0,25 20
08d1de36-bada-11e8-b2b9-ac1f6b6435d0,23 25
08d495da-bad1-11e8-b2b8-ac1f6b6435d0,0 21 25
08dcbe02-bac9-11e8-b2b8-ac1f6b6435d0,1 11
08e20b06-bad7-11e8-b2b9-ac1f6b6435d0,6 25
08e2a8de-bad9-11e8-b2b9-ac1f6b6435d0,0 25
08e373ca-badb-11e8-b2b9-ac1f6b6435d0,23
08ebbffc-bacd-11e8-b2b8-ac1f6b6435d0,7
