Id,Predicted
00dc78c8-bad3-11e8-b2b8-ac1f6b6435d0,2 19
00de1ab2-bad2-11e8-b2b8-ac1f6b6435d0,19
00deeaca-bada-11e8-b2b9-ac1f6b6435d0,2 19
00df3d44-bac7-11e8-b2b7-ac1f6b6435d0,19
00e00578-baca-11e8-b2b8-ac1f6b6435d0,3 19
00e00666-badb-11e8-b2b9-ac1f6b6435d0,1 5 19
00e5f530-badb-11e8-b2b9-ac1f6b6435d0,19
00f5798a-baca-11e8-b2b8-ac1f6b6435d0,19
010232b0-bad9-11e8-b2b9-ac1f6b6435d0,19
0106ac3e-bac8-11e8-b2b7-ac1f6b6435d0,19
01170db6-bad4-11e8-b2b8-ac1f6b6435d0,19
01182374-bac8-11e8-b2b7-ac1f6b6435d0,19
011d0d88-bacf-11e8-b2b8-ac1f6b6435d0,7 19
013868ca-bad0-11e8-b2b8-ac1f6b6435d0,19
013bb580-baca-11e8-b2b8-ac1f6b6435d0,7 11 19
0142b822-bace-11e8-b2b8-ac1f6b6435d0,19
014c1cac-bacc-11e8-b2b8-ac1f6b6435d0,1 5 19
014db382-bacc-11e8-b2b8-ac1f6b6435d0,19
014f8b62-bacc-11e8-b2b8-ac1f6b6435d0,19
015083f4-bad7-11e8-b2b9-ac1f6b6435d0,19
015b2736-bace-11e8-b2b8-ac1f6b6435d0,3 19
015dcea0-bad3-11e8-b2b8-ac1f6b6435d0,19
01694d0c-bace-11e8-b2b8-ac1f6b6435d0,19
016a074e-bac7-11e8-b2b7-ac1f6b6435d0,19
016c6c36-bacd-11e8-b2b8-ac1f6b6435d0,19
0176a358-bace-11e8-b2b8-ac1f6b6435d0,19
017bce6e-bace-11e8-b2b8-ac1f6b6435d0,19
017c5fb2-bad0-11e8-b2b8-ac1f6b6435d0,3 19
017cd0e8-bace-11e8-b2b8-ac1f6b6435d0,19
017faf3e-bad3-11e8-b2b8-ac1f6b6435d0,19
01835f6c-bad3-11e8-b2b8-ac1f6b6435d0,4
01854ec8-bad1-11e8-b2b8-ac1f6b6435d0,19
01861f5a-bacd-11e8-b2b8-ac1f6b6435d0,11 16 19 23
0189c954-bad5-11e8-b2b8-ac1f6b6435d0,19
018f06ec-bad2-11e8-b2b8-ac1f6b6435d0,7 19
019b4708-bac9-11e8-b2b8-ac1f6b6435d0,19
019ba74e-bad2-11e8-b2b8-ac1f6b6435d0,19
019d1658-bacb-11e8-b2b8-ac1f6b6435d0,17 19
019f0ee6-bad4-11e8-b2b8-ac1f6b6435d0,3 14 19 23
019f2c72-bac6-11e8-b2b7-ac1f6b6435d0,19
01a1b88a-bad9-11e8-b2b9-ac1f6b6435d0,19
01a9cd40-baca-11e8-b2b8-ac1f6b6435d0,19
01aa697c-bac9-11e8-b2b8-ac1f6b6435d0,19
01ab57ce-bac9-11e8-b2b8-ac1f6b6435d0,19
01adcb3a-bad3-11e8-b2b8-ac1f6b6435d0,19
01c42b88-bac8-11e8-b2b7-ac1f6b6435d0,2 19
01c878b4-bac8-11e8-b2b7-ac1f6b6435d0,4
01ccbe04-baca-11e8-b2b8-ac1f6b6435d0,19
01cda8a8-bad6-11e8-b2b9-ac1f6b6435d0,19 23
01cef0f8-bad8-11e8-b2b9-ac1f6b6435d0,19
01d32d72-bacd-11e8-b2b8-ac1f6b6435d0,19
01d904ca-bacf-11e8-b2b8-ac1f6b6435d0,7 19
01e09a9c-bac9-11e8-b2b8-ac1f6b6435d0,19
01e2f768-bad0-11e8-b2b8-ac1f6b6435d0,19
01e3b2b2-bacf-11e8-b2b8-ac1f6b6435d0,19
01e41cf8-bace-11e8-b2b8-ac1f6b6435d0,19
01e7dc3a-bace-11e8-b2b8-ac1f6b6435d0,19
01e864b6-bad8-11e8-b2b9-ac1f6b6435d0,19 23
01ea2770-bad2-11e8-b2b8-ac1f6b6435d0,2 11 19
01f23058-bad9-11e8-b2b9-ac1f6b6435d0,19
01f4da46-bad5-11e8-b2b8-ac1f6b6435d0,19
01fcaa14-bad5-11e8-b2b8-ac1f6b6435d0,19
01fccd36-bad6-11e8-b2b9-ac1f6b6435d0,7 19
01fd2f5e-bad3-11e8-b2b8-ac1f6b6435d0,19
01ff9030-bad0-11e8-b2b8-ac1f6b6435d0,2 19
0202b702-bad9-11e8-b2b9-ac1f6b6435d0,19
0206b414-bad5-11e8-b2b8-ac1f6b6435d0,19
020bf4cc-bad2-11e8-b2b8-ac1f6b6435d0,19
020c976c-bacb-11e8-b2b8-ac1f6b6435d0,19
020de61a-bac8-11e8-b2b7-ac1f6b6435d0,19
020e0bca-bad9-11e8-b2b9-ac1f6b6435d0,19
020f442a-bad1-11e8-b2b8-ac1f6b6435d0,19
021334c2-bad1-11e8-b2b8-ac1f6b6435d0,19
022082f2-bac8-11e8-b2b7-ac1f6b6435d0,19
0222964e-bad9-11e8-b2b9-ac1f6b6435d0,19
022e4214-bacf-11e8-b2b8-ac1f6b6435d0,19
022e63d0-bad8-11e8-b2b9-ac1f6b6435d0,19
02352fa8-bad8-11e8-b2b9-ac1f6b6435d0,19
0237345e-bac6-11e8-b2b7-ac1f6b6435d0,4 5 19
0238dc88-bad4-11e8-b2b8-ac1f6b6435d0,19
0242c68e-bad5-11e8-b2b8-ac1f6b6435d0,19
0245a724-bacf-11e8-b2b8-ac1f6b6435d0,19
024789a8-bac6-11e8-b2b7-ac1f6b6435d0,11 19
024d5df0-bad6-11e8-b2b9-ac1f6b6435d0,3 5 19
0253e25e-bac9-11e8-b2b8-ac1f6b6435d0,19
025d82d0-bac6-11e8-b2b7-ac1f6b6435d0,19
025fd03e-bacc-11e8-b2b8-ac1f6b6435d0,19
026bcd1e-bad4-11e8-b2b8-ac1f6b6435d0,19
026fd15e-bad7-11e8-b2b9-ac1f6b6435d0,19
02778c56-bad6-11e8-b2b9-ac1f6b6435d0,16 19
0278021c-bac7-11e8-b2b7-ac1f6b6435d0,19
027e60f0-bad9-11e8-b2b9-ac1f6b6435d0,19
028229f2-bad8-11e8-b2b9-ac1f6b6435d0,12 19
02879fa8-bacf-11e8-b2b8-ac1f6b6435d0,19
028d1fe6-baca-11e8-b2b8-ac1f6b6435d0,19
028e3884-bad1-11e8-b2b8-ac1f6b6435d0,19
02922130-bacf-11e8-b2b8-ac1f6b6435d0,19
0298f908-bad7-11e8-b2b9-ac1f6b6435d0,19
029ccb30-bacf-11e8-b2b8-ac1f6b6435d0,19
02a4495a-baca-11e8-b2b8-ac1f6b6435d0,19
02a51ac4-bad4-11e8-b2b8-ac1f6b6435d0,19 23
02a5f686-bac7-11e8-b2b7-ac1f6b6435d0,19
02a9bdd0-bad5-11e8-b2b8-ac1f6b6435d0,19
02aa2a80-bad6-11e8-b2b9-ac1f6b6435d0,19
02ad0dd2-bada-11e8-b2b9-ac1f6b6435d0,2 19
02be9e3c-bad8-11e8-b2b9-ac1f6b6435d0,19
02beb518-bac7-11e8-b2b7-ac1f6b6435d0,19
02bee544-bad4-11e8-b2b8-ac1f6b6435d0,19
02cd2e50-bad0-11e8-b2b8-ac1f6b6435d0,19
02cf42a0-bad8-11e8-b2b9-ac1f6b6435d0,2 19
02d2ee9c-bad7-11e8-b2b9-ac1f6b6435d0,19
02d379bc-badb-11e8-b2b9-ac1f6b6435d0,19
02e19f42-badb-11e8-b2b9-ac1f6b6435d0,19
02eaee88-bac9-11e8-b2b8-ac1f6b6435d0,19
0301e966-bad9-11e8-b2b9-ac1f6b6435d0,19
030580d8-bad6-11e8-b2b9-ac1f6b6435d0,19
0305dfb6-bad0-11e8-b2b8-ac1f6b6435d0,19
0311fa50-bace-11e8-b2b8-ac1f6b6435d0,19
0317fdf2-bad2-11e8-b2b8-ac1f6b6435d0,7 19
032b9eae-bac6-11e8-b2b7-ac1f6b6435d0,19
032cfc24-bad8-11e8-b2b9-ac1f6b6435d0,19
0339c228-bad9-11e8-b2b9-ac1f6b6435d0,16 19
033ba068-bad7-11e8-b2b9-ac1f6b6435d0,19
033bbeda-bad8-11e8-b2b9-ac1f6b6435d0,19
03423ab6-bad4-11e8-b2b8-ac1f6b6435d0,19
034685a2-bac6-11e8-b2b7-ac1f6b6435d0,19
034c008a-bad1-11e8-b2b8-ac1f6b6435d0,19
034d2f1a-bada-11e8-b2b9-ac1f6b6435d0,19
035868be-bad8-11e8-b2b9-ac1f6b6435d0,19
035b8032-bad1-11e8-b2b8-ac1f6b6435d0,19
035f950a-bac7-11e8-b2b7-ac1f6b6435d0,19
0360c888-bac9-11e8-b2b8-ac1f6b6435d0,19
03659ab8-bad1-11e8-b2b8-ac1f6b6435d0,2 19
036927d6-bad2-11e8-b2b8-ac1f6b6435d0,19
03710240-badb-11e8-b2b9-ac1f6b6435d0,19
0379e840-bac9-11e8-b2b8-ac1f6b6435d0,5 19
037a3214-bad8-11e8-b2b9-ac1f6b6435d0,7 19
037c6844-bad9-11e8-b2b9-ac1f6b6435d0,19
037f569e-bacf-11e8-b2b8-ac1f6b6435d0,11 19 23
038a489e-bacd-11e8-b2b8-ac1f6b6435d0,7 19
038aab6a-bad0-11e8-b2b8-ac1f6b6435d0,19
0397cb42-bad5-11e8-b2b8-ac1f6b6435d0,19
03989e04-bac7-11e8-b2b7-ac1f6b6435d0,19
039a2b64-bac9-11e8-b2b8-ac1f6b6435d0,19
039ce306-badb-11e8-b2b9-ac1f6b6435d0,19
039e06e4-bad8-11e8-b2b9-ac1f6b6435d0,19
03a3d46e-bada-11e8-b2b9-ac1f6b6435d0,19
03bda310-bac8-11e8-b2b7-ac1f6b6435d0,19
03bfb2b4-badb-11e8-b2b9-ac1f6b6435d0,19
03d64dee-bacc-11e8-b2b8-ac1f6b6435d0,19
03d70cc0-badb-11e8-b2b9-ac1f6b6435d0,19
03de360a-bacf-11e8-b2b8-ac1f6b6435d0,19
03ea0380-bac6-11e8-b2b7-ac1f6b6435d0,19
03ead900-bad9-11e8-b2b9-ac1f6b6435d0,19
03f31e24-badb-11e8-b2b9-ac1f6b6435d0,16 25
03f4b0e8-bad3-11e8-b2b8-ac1f6b6435d0,19
03ffc2da-bace-11e8-b2b8-ac1f6b6435d0,19
03ffc5d2-bad3-11e8-b2b8-ac1f6b6435d0,19
04025c84-bad8-11e8-b2b9-ac1f6b6435d0,19
0407cae4-bacd-11e8-b2b8-ac1f6b6435d0,3 7 14 19
040ba4d0-bacc-11e8-b2b8-ac1f6b6435d0,19
040e4670-bad8-11e8-b2b9-ac1f6b6435d0,19
040fee1e-bacc-11e8-b2b8-ac1f6b6435d0,19
0418f17a-bac8-11e8-b2b7-ac1f6b6435d0,19
041ce7a8-bacd-11e8-b2b8-ac1f6b6435d0,19
0423bfcc-bad9-11e8-b2b9-ac1f6b6435d0,19 23
042da34c-bad0-11e8-b2b8-ac1f6b6435d0,16 19 23
04319434-bacb-11e8-b2b8-ac1f6b6435d0,19
043924f0-bac7-11e8-b2b7-ac1f6b6435d0,19
043dd0e8-bace-11e8-b2b8-ac1f6b6435d0,19
0441c9a4-bad9-11e8-b2b9-ac1f6b6435d0,19
04455b84-bad7-11e8-b2b9-ac1f6b6435d0,19
044d8abe-bad4-11e8-b2b8-ac1f6b6435d0,19
044e2200-bad2-11e8-b2b8-ac1f6b6435d0,19
04565222-bacd-11e8-b2b8-ac1f6b6435d0,19
045718d8-bac8-11e8-b2b7-ac1f6b6435d0,19
0457b426-baca-11e8-b2b8-ac1f6b6435d0,2
046a6e86-bad4-11e8-b2b8-ac1f6b6435d0,19
046a73f4-bad9-11e8-b2b9-ac1f6b6435d0,19
0473d882-bad3-11e8-b2b8-ac1f6b6435d0,14 19
047d5b16-bacc-11e8-b2b8-ac1f6b6435d0,19
0484b7b4-baca-11e8-b2b8-ac1f6b6435d0,2 19
04852a9a-bac6-11e8-b2b7-ac1f6b6435d0,19
0487e4da-bad8-11e8-b2b9-ac1f6b6435d0,19
0492517a-bacb-11e8-b2b8-ac1f6b6435d0,19 23
049df494-bacb-11e8-b2b8-ac1f6b6435d0,19
04a0ad32-bac7-11e8-b2b7-ac1f6b6435d0,19
04b5f52e-bacd-11e8-b2b8-ac1f6b6435d0,19
04bd4d76-bacb-11e8-b2b8-ac1f6b6435d0,2 19
04cb9150-bacc-11e8-b2b8-ac1f6b6435d0,5 19
04d1ed9e-bada-11e8-b2b9-ac1f6b6435d0,19
04d1efac-bad9-11e8-b2b9-ac1f6b6435d0,19
04e1d4ac-bad0-11e8-b2b8-ac1f6b6435d0,2 19
04e82088-bad4-11e8-b2b8-ac1f6b6435d0,7 19 23
04eef62c-bad6-11e8-b2b9-ac1f6b6435d0,12 25 0
04f30392-bac8-11e8-b2b7-ac1f6b6435d0,19
04f4bcc8-bad7-11e8-b2b9-ac1f6b6435d0,19
04fa1290-bac8-11e8-b2b7-ac1f6b6435d0,19
04fe60d6-bad5-11e8-b2b8-ac1f6b6435d0,2 4 19 23
05043a7e-bacb-11e8-b2b8-ac1f6b6435d0,19
0509c846-baca-11e8-b2b8-ac1f6b6435d0,1 19
050df11c-bac7-11e8-b2b7-ac1f6b6435d0,19
051ef932-bacf-11e8-b2b8-ac1f6b6435d0,19
05293116-bacc-11e8-b2b8-ac1f6b6435d0,19
0529b9c8-bacd-11e8-b2b8-ac1f6b6435d0,19 23
0531750e-bac9-11e8-b2b8-ac1f6b6435d0,19
05336e34-bacb-11e8-b2b8-ac1f6b6435d0,19
0534009a-bad2-11e8-b2b8-ac1f6b6435d0,19
0537e6ea-bad4-11e8-b2b8-ac1f6b6435d0,19
0547f054-bace-11e8-b2b8-ac1f6b6435d0,4 19
05488cfc-baca-11e8-b2b8-ac1f6b6435d0,19 23
054fda56-bada-11e8-b2b9-ac1f6b6435d0,19
055058fe-badb-11e8-b2b9-ac1f6b6435d0,19
05543912-baca-11e8-b2b8-ac1f6b6435d0,19
055b8748-bada-11e8-b2b9-ac1f6b6435d0,19
055ded52-bacc-11e8-b2b8-ac1f6b6435d0,19
0568b1e2-bacc-11e8-b2b8-ac1f6b6435d0,19
05794e6c-bacc-11e8-b2b8-ac1f6b6435d0,19
057b4f74-bacb-11e8-b2b8-ac1f6b6435d0,19
057cdf12-bac9-11e8-b2b8-ac1f6b6435d0,1 19
057dbf4e-bad9-11e8-b2b9-ac1f6b6435d0,19
057fc028-baca-11e8-b2b8-ac1f6b6435d0,19
058aafc8-bada-11e8-b2b9-ac1f6b6435d0,3 19
058e6152-bad2-11e8-b2b8-ac1f6b6435d0,19
058fea82-bac7-11e8-b2b7-ac1f6b6435d0,19
0595dc08-bacc-11e8-b2b8-ac1f6b6435d0,3 7 19
05a16ace-bad0-11e8-b2b8-ac1f6b6435d0,19
05a677d8-bad7-11e8-b2b9-ac1f6b6435d0,19
05a89430-bacf-11e8-b2b8-ac1f6b6435d0,16 19
05a9acb0-bacc-11e8-b2b8-ac1f6b6435d0,19
05ad3818-bada-11e8-b2b9-ac1f6b6435d0,19
05b486a6-bac9-11e8-b2b8-ac1f6b6435d0,19
05b50f2a-bac6-11e8-b2b7-ac1f6b6435d0,19
05ba53c6-bad1-11e8-b2b8-ac1f6b6435d0,19
05ba782e-bad1-11e8-b2b8-ac1f6b6435d0,19
05c9cc68-bad9-11e8-b2b9-ac1f6b6435d0,19
05cc9484-bad9-11e8-b2b9-ac1f6b6435d0,2 19
05d45be8-bace-11e8-b2b8-ac1f6b6435d0,19
05d7e1e8-bad6-11e8-b2b9-ac1f6b6435d0,19
05e5985a-bad2-11e8-b2b8-ac1f6b6435d0,19
06001d6c-bada-11e8-b2b9-ac1f6b6435d0,19
060206ba-bad8-11e8-b2b9-ac1f6b6435d0,19
061ab854-bace-11e8-b2b8-ac1f6b6435d0,19
061bd6e2-bad0-11e8-b2b8-ac1f6b6435d0,19
06247fd6-bad5-11e8-b2b8-ac1f6b6435d0,19
06329018-bad4-11e8-b2b8-ac1f6b6435d0,19
063d4e40-bad4-11e8-b2b8-ac1f6b6435d0,19
0642633a-bacf-11e8-b2b8-ac1f6b6435d0,19
0642c4c2-bacc-11e8-b2b8-ac1f6b6435d0,19
06495cb2-bad9-11e8-b2b9-ac1f6b6435d0,2 3 5 19
064b05f4-bad8-11e8-b2b9-ac1f6b6435d0,19
06687ff0-bad1-11e8-b2b8-ac1f6b6435d0,19
06738b78-bac9-11e8-b2b8-ac1f6b6435d0,7 19
067e9c5e-bad1-11e8-b2b8-ac1f6b6435d0,19
0685aaae-bad5-11e8-b2b8-ac1f6b6435d0,19
068b22ea-bad0-11e8-b2b8-ac1f6b6435d0,19
069077be-bad4-11e8-b2b8-ac1f6b6435d0,19
06a67c5e-bace-11e8-b2b8-ac1f6b6435d0,19
06a985bc-bad2-11e8-b2b8-ac1f6b6435d0,19
06b27ec0-bac7-11e8-b2b7-ac1f6b6435d0,19
06b3b4c6-bad0-11e8-b2b8-ac1f6b6435d0,19 23
06b4f936-baca-11e8-b2b8-ac1f6b6435d0,1 19
06b835e8-bace-11e8-b2b8-ac1f6b6435d0,19
06c19314-bad7-11e8-b2b9-ac1f6b6435d0,19
06c1ac34-bada-11e8-b2b9-ac1f6b6435d0,11 19
06c31878-bace-11e8-b2b8-ac1f6b6435d0,2 19
06c985a8-bad5-11e8-b2b8-ac1f6b6435d0,19
06ca9092-bacb-11e8-b2b8-ac1f6b6435d0,5 19
06ce0ec2-bad3-11e8-b2b8-ac1f6b6435d0,19
06d10dde-bad3-11e8-b2b8-ac1f6b6435d0,19
06d277d4-bac7-11e8-b2b7-ac1f6b6435d0,5 19
06d339f6-bad3-11e8-b2b8-ac1f6b6435d0,5 19
06d363c0-bacb-11e8-b2b8-ac1f6b6435d0,19
06d8ac90-bad5-11e8-b2b8-ac1f6b6435d0,19
06dd4eac-badb-11e8-b2b9-ac1f6b6435d0,19
06e54e5e-bac7-11e8-b2b7-ac1f6b6435d0,19
06e6b270-bad7-11e8-b2b9-ac1f6b6435d0,5 19
06e73cda-bad8-11e8-b2b9-ac1f6b6435d0,19
06e87738-bac6-11e8-b2b7-ac1f6b6435d0,19
06eaed86-bad7-11e8-b2b9-ac1f6b6435d0,19
06efae44-bacc-11e8-b2b8-ac1f6b6435d0,19
06f06eea-bad8-11e8-b2b9-ac1f6b6435d0,19
06f73f38-badb-11e8-b2b9-ac1f6b6435d0,19
06fb3a92-bac8-11e8-b2b7-ac1f6b6435d0,5 19
06fd5b72-baca-11e8-b2b8-ac1f6b6435d0,19
070dbf86-bace-11e8-b2b8-ac1f6b6435d0,19
0713ce82-bad6-11e8-b2b9-ac1f6b6435d0,19
0714cc54-bad8-11e8-b2b9-ac1f6b6435d0,19
071a1330-bad8-11e8-b2b9-ac1f6b6435d0,19
071cc8b8-bacf-11e8-b2b8-ac1f6b6435d0,19
0720ec14-bad3-11e8-b2b8-ac1f6b6435d0,19
0726edbe-badb-11e8-b2b9-ac1f6b6435d0,19
072f6998-bac8-11e8-b2b7-ac1f6b6435d0,19 23
073b9e30-bac7-11e8-b2b7-ac1f6b6435d0,19
073f7878-bac9-11e8-b2b8-ac1f6b6435d0,19
073f7ef2-bada-11e8-b2b9-ac1f6b6435d0,19 23
07433220-bacd-11e8-b2b8-ac1f6b6435d0,19
0745b78a-bac7-11e8-b2b7-ac1f6b6435d0,16 19
075203a0-bad1-11e8-b2b8-ac1f6b6435d0,19
0759779e-bad5-11e8-b2b8-ac1f6b6435d0,19
076a784c-bad9-11e8-b2b9-ac1f6b6435d0,19
076d1eb6-bad0-11e8-b2b8-ac1f6b6435d0,25 0 21
076df32a-bad7-11e8-b2b9-ac1f6b6435d0,19
076fd280-bad2-11e8-b2b8-ac1f6b6435d0,19
0774284e-bad7-11e8-b2b9-ac1f6b6435d0,2 19
0779b2a2-bada-11e8-b2b9-ac1f6b6435d0,19
07918b9a-bace-11e8-b2b8-ac1f6b6435d0,19 23
0794d658-bac7-11e8-b2b7-ac1f6b6435d0,19
07986944-bac7-11e8-b2b7-ac1f6b6435d0,19
0798a8c8-bad6-11e8-b2b9-ac1f6b6435d0,1 7 19 23
079da828-bad6-11e8-b2b9-ac1f6b6435d0,19 22
07aef76e-bad5-11e8-b2b8-ac1f6b6435d0,19 23
07afba98-bad3-11e8-b2b8-ac1f6b6435d0,19
07b73922-bad7-11e8-b2b9-ac1f6b6435d0,19
07b78498-baca-11e8-b2b8-ac1f6b6435d0,19
07b8be4c-badb-11e8-b2b9-ac1f6b6435d0,19
07c01b6a-bacc-11e8-b2b8-ac1f6b6435d0,19
07c1786a-bad2-11e8-b2b8-ac1f6b6435d0,12 19
07ca2b36-bac8-11e8-b2b7-ac1f6b6435d0,19
07ce1334-bad4-11e8-b2b8-ac1f6b6435d0,14 16 19 23
07cec246-badb-11e8-b2b9-ac1f6b6435d0,19
07d19770-bad9-11e8-b2b9-ac1f6b6435d0,19
07d2fb8e-bac9-11e8-b2b8-ac1f6b6435d0,19
07d6cc42-bac8-11e8-b2b7-ac1f6b6435d0,19
07e57c84-badb-11e8-b2b9-ac1f6b6435d0,19
07e6612a-bacd-11e8-b2b8-ac1f6b6435d0,19
07e9faf4-baca-11e8-b2b8-ac1f6b6435d0,19
07ea5874-bad3-11e8-b2b8-ac1f6b6435d0,19
07efe8aa-bada-11e8-b2b9-ac1f6b6435d0,19
07f51dce-badb-11e8-b2b9-ac1f6b6435d0,5 7 19
0808e47a-bad2-11e8-b2b8-ac1f6b6435d0,19
080911ae-bad5-11e8-b2b8-ac1f6b6435d0,19
080e2358-bac9-11e8-b2b8-ac1f6b6435d0,13 19
0817eec6-badb-11e8-b2b9-ac1f6b6435d0,19
081931e6-bad1-11e8-b2b8-ac1f6b6435d0,19
082246c2-bacd-11e8-b2b8-ac1f6b6435d0,3 19
082adebe-bad1-11e8-b2b8-ac1f6b6435d0,19
082ee970-bacf-11e8-b2b8-ac1f6b6435d0,19
0830d658-bad5-11e8-b2b8-ac1f6b6435d0,19 23
083a6242-bac9-11e8-b2b8-ac1f6b6435d0,19
083a924e-bad3-11e8-b2b8-ac1f6b6435d0,19 23
08481b4e-bad3-11e8-b2b8-ac1f6b6435d0,19
084c51ae-baca-11e8-b2b8-ac1f6b6435d0,16 19
0850dea8-bacb-11e8-b2b8-ac1f6b6435d0,3 19 23
085ad45a-bac9-11e8-b2b8-ac1f6b6435d0,19
085b49f6-bad0-11e8-b2b8-ac1f6b6435d0,19
0880ac84-bace-11e8-b2b8-ac1f6b6435d0,19
0881fdf4-bad4-11e8-b2b8-ac1f6b6435d0,19
0882c0e6-bad8-11e8-b2b9-ac1f6b6435d0,19
088c4ede-bad0-11e8-b2b8-ac1f6b6435d0,3 5 19
08939cf2-bad0-11e8-b2b8-ac1f6b6435d0,11 17 19 24
0893aa9c-bad7-11e8-b2b9-ac1f6b6435d0,19
0894e7cc-bad7-11e8-b2b9-ac1f6b6435d0,2 19
089b1676-bad0-11e8-b2b8-ac1f6b6435d0,19
08aecd14-bad6-11e8-b2b9-ac1f6b6435d0,19
08af3a84-bacb-11e8-b2b8-ac1f6b6435d0,19
08b746b6-bacb-11e8-b2b8-ac1f6b6435d0,2 19
08c3d2d6-bad1-11e8-b2b8-ac1f6b6435d0,19 23
08c52736-bada-11e8-b2b9-ac1f6b6435d0,19 22
08c6d41e-bad0-11e8-b2b8-ac1f6b6435d0,7 19
08c9541c-bad2-11e8-b2b8-ac1f6b6435d0,5 19
08ca1762-bacd-11e8-b2b8-ac1f6b6435d0,19
08cd3138-bad0-11e8-b2b8-ac1f6b6435d0,19
08d14072-bad3-11e8-b2b8-ac1f6b6435d0,25 20
08d1de36-bada-11e8-b2b9-ac1f6b6435d0,19
08d495da-bad1-11e8-b2b8-ac1f6b6435d0,19
08dcbe02-bac9-11e8-b2b8-ac1f6b6435d0,19
08e20b06-bad7-11e8-b2b9-ac1f6b6435d0,19
08e2a8de-bad9-11e8-b2b9-ac1f6b6435d0,19
08e373ca-badb-11e8-b2b9-ac1f6b6435d0,19
08ebbffc-bacd-11e8-b2b8-ac1f6b6435d0,1 19
08ed2dac-bad1-11e8-b2b8-ac1f6b6435d0,19
08fccea2-bad5-11e8-b2b8-ac1f6b6435d0,19
08feb180-bacc-11e8-b2b8-ac1f6b6435d0,19
090c44f8-bad1-11e8-b2b8-ac1f6b6435d0,19
091024c8-bacd-11e8-b2b8-ac1f6b6435d0,19
0918d982-bad3-11e8-b2b8-ac1f6b6435d0,19
09197586-bad8-11e8-b2b9-ac1f6b6435d0,19
091ccec8-bac6-11e8-b2b7-ac1f6b6435d0,2 19 23
091df990-bacd-11e8-b2b8-ac1f6b6435d0,5 14 19
091ea2e2-bacc-11e8-b2b8-ac1f6b6435d0,19
0921ada0-bace-11e8-b2b8-ac1f6b6435d0,14 19
0926232e-bad5-11e8-b2b8-ac1f6b6435d0,19
0926dfdc-bad8-11e8-b2b9-ac1f6b6435d0,5 19 23
0934f0b6-bad5-11e8-b2b8-ac1f6b6435d0,19
093aaf6e-bad6-11e8-b2b9-ac1f6b6435d0,19
093e5f6a-bacc-11e8-b2b8-ac1f6b6435d0,2 19
09425396-bac6-11e8-b2b7-ac1f6b6435d0,19
