Id,Target
ENSG00000002549_29606_298_D2_1,25 0
ENSG00000002586_20_205_G10_1,7
ENSG00000002586_20_205_G10_2,7
ENSG00000002586_20_203_G10_1,7
ENSG00000002586_20_203_G10_2,7
ENSG00000002746_7203_1584_E5_1,25
ENSG00000002746_7203_1584_E5_2,25
ENSG00000002822_15338_949_C3_2,1 0
ENSG00000002822_15338_949_C3_3,1 0
ENSG00000002834_12072_103_H9_1,25 13 21
ENSG00000002834_12072_103_H9_2,25 13 21
ENSG00000002834_12072_104_H9_1,25 13 21
ENSG00000002834_12072_104_H9_2,25 13 21
ENSG00000002834_12072_102_H9_1,25 13 21
ENSG00000002834_12072_102_H9_2,25 13 21
ENSG00000002834_22049_670_D4_6,25 13 21
ENSG00000002834_22049_670_D4_7,25 13 21
ENSG00000002834_22049_662_D4_1,25 13 21
ENSG00000002834_22049_662_D4_2,25 13 21
ENSG00000002834_22049_661_D4_1,25 13 21
ENSG00000002834_22049_661_D4_2,25 13 21
ENSG00000002919_44787_527_C12_3,25
ENSG00000002919_44787_527_C12_4,25
ENSG00000002919_44787_529_C12_3,25
ENSG00000002919_44787_529_C12_4,25
ENSG00000002919_44787_522_C12_2,25
ENSG00000002919_44787_522_C12_4,25
ENSG00000002933_8770_100_H2_1,23
ENSG00000002933_8770_100_H2_2,23
ENSG00000002933_8770_101_H2_1,23
ENSG00000002933_8770_101_H2_2,23
ENSG00000002933_8770_82_H2_2,23
ENSG00000003096_59901_1045_A6_1,25
ENSG00000003096_59901_1045_A6_2,25
ENSG00000003096_59901_1049_A6_1,25
ENSG00000003096_59901_1049_A6_2,25
ENSG00000003137_12567_103_E2_1,25
ENSG00000003137_12567_103_E2_2,25
ENSG00000003137_12567_104_E2_1,25
ENSG00000003137_12567_104_E2_2,25
ENSG00000003137_12567_102_E2_1,25
ENSG00000003137_12567_102_E2_2,25
ENSG00000003147_61452_1080_E2_1,25
ENSG00000003147_61452_1080_E2_2,25
ENSG00000003147_61452_1423_B2_1,25
ENSG00000003147_61452_1423_B2_2,25
ENSG00000003147_61452_1102_E2_5,25
ENSG00000003147_61452_1102_E2_6,25
ENSG00000003249_43018_473_F9_1,25 4
ENSG00000003249_43018_473_F9_4,25 4
ENSG00000003249_43018_470_F9_1,25 4
ENSG00000003249_43018_470_F9_2,25 4
ENSG00000003249_43018_468_F9_1,25 4
ENSG00000003249_43018_468_F9_2,25 4
ENSG00000003393_46588_622_F2_3,25 11
ENSG00000003393_46588_622_F2_4,25 11
ENSG00000003393_46588_619_F2_1,25 11
ENSG00000003393_46588_619_F2_5,25 11
ENSG00000003393_46588_616_F2_1,25 11
ENSG00000003393_46588_616_F2_2,25 11
ENSG00000003400_17059_173_H5_1,7
ENSG00000003400_17059_173_H5_2,7
ENSG00000003400_17059_1404_C2_1,7
ENSG00000003400_17059_1404_C2_3,7
ENSG00000003400_17059_168_H5_1,7
ENSG00000003400_17059_168_H5_2,7
ENSG00000003402_19044_116_G10_1,25 5 21
ENSG00000003402_19044_116_G10_2,25 5 21
ENSG00000003402_19044_117_G10_1,25 5 21
ENSG00000003402_19044_117_G10_2,25 5 21
ENSG00000003402_19044_115_G10_1,25 5 21
ENSG00000003402_19044_115_G10_2,25 5 21
ENSG00000003402_22157_623_H8_1,25 5 21
ENSG00000003402_22157_623_H8_2,25 5 21
ENSG00000003402_22157_620_H8_1,25 5 21
ENSG00000003402_22157_620_H8_3,25 5 21
ENSG00000003402_22157_627_H8_1,25 5 21
ENSG00000003402_22157_627_H8_2,25 5 21
ENSG00000003402_25216_626_G4_1,25 5 21
ENSG00000003402_25216_626_G4_2,25 5 21
ENSG00000003402_25216_632_G4_1,25 5 21
ENSG00000003402_25216_632_G4_2,25 5 21
ENSG00000003402_25216_633_G4_1,25 5 21
ENSG00000003402_25216_633_G4_2,25 5 21
ENSG00000003436_20842_618_D10_3,25 11
ENSG00000003436_20842_618_D10_4,25 11
ENSG00000003436_20842_614_D10_1,25 11
ENSG00000003436_20842_614_D10_2,25 11
ENSG00000003436_20842_611_D10_1,25 11
ENSG00000003436_20842_611_D10_2,25 11
ENSG00000003756_17335_138_F12_1,0
ENSG00000003756_17335_138_F12_2,0
ENSG00000003756_17335_139_F12_1,0
ENSG00000003756_17335_139_F12_2,0
ENSG00000003756_17335_166_F12_1,0
ENSG00000003756_17335_166_F12_2,0
ENSG00000003756_18011_144_F5_1,0
ENSG00000003756_18011_144_F5_2,0
ENSG00000003756_18011_145_F5_1,0
ENSG00000003756_18011_145_F5_2,0
ENSG00000003756_18011_143_F5_1,0
ENSG00000003756_18011_143_F5_2,0
ENSG00000003989_9277_1601_B2_1,22 21
ENSG00000003989_9277_1601_B2_3,22 21
ENSG00000003989_9277_1732_B2_13_cr580609aeb2c05,22 21
ENSG00000003989_9277_1732_B2_23_cr580609b816736,22 21
ENSG00000004142_7700_1722_G7_2_cr57f7a7f874595,23
ENSG00000004142_7700_1722_G7_7_cr57f7a802451ae,23
ENSG00000004142_7700_1606_D3_2,23
ENSG00000004142_7700_1606_D3_3,23
ENSG00000004142_7700_1614_D3_2,23
ENSG00000004142_7700_1614_D3_3,23
ENSG00000004468_22132_210_B9_1,21
ENSG00000004468_22132_210_B9_2,21
ENSG00000004468_22132_1126_F5_1,21
ENSG00000004468_22132_1126_F5_3,21
ENSG00000004478_6148_36_G6_1,25 0
ENSG00000004478_6148_36_G6_2,25 0
ENSG00000004478_6148_35_G6_1,25 0
ENSG00000004478_6148_35_G6_2,25 0
ENSG00000004478_6148_37_G6_1,25 0
ENSG00000004478_6148_37_G6_2,25 0
ENSG00000004478_62857_1113_E10_1,25 0
ENSG00000004478_62857_1113_E10_2,25 0
ENSG00000004478_62857_1230_E5_1,25 0
ENSG00000004478_62857_1230_E5_2,25 0
ENSG00000004478_62857_1123_E10_2,25 0
ENSG00000004478_62857_1123_E10_4,25 0
ENSG00000004487_5884_617_B5_1,25 0
ENSG00000004487_5884_617_B5_2,25 0
ENSG00000004487_5884_613_B5_1,25 0
ENSG00000004487_5884_613_B5_2,25 0
ENSG00000004487_5884_610_B5_1,25 0
ENSG00000004487_5884_610_B5_2,25 0
ENSG00000004487_53660_826_H8_1,25 0
ENSG00000004487_53660_826_H8_2,25 0
ENSG00000004487_53660_809_H8_1,25 0
ENSG00000004487_53660_809_H8_2,25 0
ENSG00000004487_53660_819_H8_1,25 0
ENSG00000004487_53660_819_H8_2,25 0
ENSG00000004487_53660_905_F10_1,25 0
ENSG00000004487_53660_905_F10_2,25 0
ENSG00000004534_27164_290_B5_2,26 4
ENSG00000004534_27164_290_B5_1,26 4
ENSG00000004534_27164_251_B5_1,26 4
ENSG00000004534_27164_251_B5_2,26 4
ENSG00000004534_27164_249_B5_2,26 4
ENSG00000004534_27164_249_B5_1,26 4
ENSG00000004660_28062_259_E12_1,25
ENSG00000004660_28062_259_E12_2,25
ENSG00000004660_28062_260_E12_1,25
ENSG00000004660_28062_260_E12_2,25
ENSG00000004660_28062_258_E12_1,25
ENSG00000004660_28062_258_E12_2,25
ENSG00000004700_9743_921_A7_1,0
ENSG00000004700_9743_921_A7_2,0
ENSG00000004700_9743_931_A7_3,0
ENSG00000004700_9743_931_A7_4,0
ENSG00000004700_9743_923_A7_1,0
ENSG00000004700_9743_923_A7_2,0
ENSG00000004700_30960_455_G4_1,0
ENSG00000004700_30960_455_G4_2,0
ENSG00000004700_30960_452_G4_1,0
ENSG00000004700_30960_452_G4_2,0
ENSG00000004700_30960_449_G4_1,0
ENSG00000004700_30960_449_G4_2,0
ENSG00000004700_64259_1152_E7_2,0
ENSG00000004700_64259_1152_E7_3,0
ENSG00000004700_64259_1156_E7_1,0
ENSG00000004700_64259_1156_E7_2,0
ENSG00000004700_64259_1242_F9_1,0
ENSG00000004700_64259_1242_F9_3,0
ENSG00000004766_26679_213_D6_2,25 21
ENSG00000004766_26679_213_D6_1,25 21
ENSG00000004766_26679_214_D6_1,25 21
ENSG00000004766_26679_214_D6_2,25 21
ENSG00000004766_26679_212_D6_1,25 21
ENSG00000004766_26679_212_D6_2,25 21
ENSG00000004777_30117_335_A11_3,12 25 21
ENSG00000004777_30117_335_A11_4,12 25 21
ENSG00000004777_30117_322_A11_1,12 25 21
ENSG00000004777_30117_322_A11_2,12 25 21
ENSG00000004777_30117_327_A11_1,12 25 21
ENSG00000004777_30117_327_A11_2,12 25 21
ENSG00000004779_54364_885_B1_1,23 0
ENSG00000004779_54364_885_B1_2,23 0
ENSG00000004779_54364_869_B1_1,23 0
ENSG00000004779_54364_869_B1_2,23 0
ENSG00000004779_54364_1671_E5_3,23 0
ENSG00000004779_54364_1671_E5_4,23 0
ENSG00000004838_35255_373_B11_1,25 21
ENSG00000004838_35255_373_B11_2,25 21
ENSG00000004838_35255_366_B11_1,25 21
ENSG00000004838_35255_366_B11_4,25 21
ENSG00000004838_35255_370_B11_1,25 21
ENSG00000004838_35255_370_B11_2,25 21
ENSG00000004864_18997_198_H1_3,23
ENSG00000004864_18997_198_H1_4,23
ENSG00000004864_18997_154_H1_1,23
ENSG00000004864_18997_154_H1_2,23
ENSG00000004864_18997_152_H1_1,23
ENSG00000004864_18997_152_H1_2,23
ENSG00000004864_18997_353_B12_1,23
ENSG00000004864_18997_353_B12_2,23
ENSG00000004866_38325_591_C4_1,25 0
ENSG00000004866_38325_591_C4_2,25 0
ENSG00000004866_38325_581_C4_1,25 0
ENSG00000004866_38325_581_C4_2,25 0
ENSG00000004866_38325_579_C4_1,25 0
ENSG00000004866_38325_579_C4_2,25 0
ENSG00000004866_38326_435_F3_1,25 0
ENSG00000004866_38326_435_F3_2,25 0
ENSG00000004866_38326_448_F3_1,25 0
ENSG00000004866_38326_448_F3_2,25 0
ENSG00000004866_38326_445_F3_1,25 0
ENSG00000004866_38326_445_F3_2,25 0
ENSG00000004897_16315_948_A7_1,0
ENSG00000004897_16315_948_A7_2,0
ENSG00000004897_16315_943_A7_1,0
ENSG00000004897_16315_943_A7_2,0
ENSG00000004897_16315_951_A7_1,0
ENSG00000004897_16315_951_A7_2,0
ENSG00000004897_28129_256_C11_1,0
ENSG00000004897_28129_256_C11_2,0
ENSG00000004897_28129_257_C11_1,0
ENSG00000004897_28129_257_C11_2,0
ENSG00000004897_28129_255_C11_1,0
ENSG00000004897_28129_255_C11_2,0
ENSG00000004897_52399_855_B5_1,0
ENSG00000004897_52399_855_B5_2,0
ENSG00000004897_52399_808_B5_1,0
ENSG00000004897_52399_808_B5_2,0
ENSG00000004897_52399_822_A4_1,0
ENSG00000004897_52399_822_A4_2,0
ENSG00000004897_52399_916_F12_1,0
ENSG00000004897_52399_916_F12_2,0
ENSG00000004961_2946_24_C9_1,23
ENSG00000004961_2946_24_C9_2,23
ENSG00000004961_2946_23_C9_1,23
ENSG00000004961_2946_23_C9_2,23
ENSG00000004961_2946_25_C9_1,23
ENSG00000004961_2946_25_C9_2,23
ENSG00000004961_2946_fp14_E5_1,23
ENSG00000004961_2946_fp14_E5_2,23
ENSG00000004961_2946_fp14_B5_1,23
ENSG00000004961_2946_fp14_B5_2,23
ENSG00000004975_21611_1139_H3_1,5 0
ENSG00000004975_21611_1139_H3_3,5 0
ENSG00000004975_21611_1220_G5_1,5 0
ENSG00000004975_21611_1220_G5_2,5 0
ENSG00000004975_21611_1132_H3_1,5 0
ENSG00000004975_21611_1132_H3_2,5 0
ENSG00000004975_64732_1273_E11_2,5 0
ENSG00000004975_64732_1273_E11_3,5 0
ENSG00000004975_64732_1223_D11_1,5 0
ENSG00000004975_64732_1223_D11_2,5 0
ENSG00000004975_64732_1193_D11_1,5 0
ENSG00000004975_64732_1193_D11_2,5 0
ENSG00000005001_49161_1261_E1_1,0
ENSG00000005001_49161_1261_E1_2,0
ENSG00000005001_49161_1070_F6_1,0
ENSG00000005001_49161_1070_F6_2,0
ENSG00000005007_19587_222_G3_1,0
ENSG00000005007_19587_222_G3_2,0
ENSG00000005007_19587_248_G3_1,0
ENSG00000005007_19587_248_G3_2,0
ENSG00000005007_19587_221_G3_1,0
ENSG00000005007_19587_221_G3_2,0
ENSG00000005020_5560_113_D1_1,25 0
ENSG00000005020_5560_113_D1_2,25 0
ENSG00000005020_5560_161_D1_1,25 0
ENSG00000005020_5560_161_D1_2,25 0
ENSG00000005020_5560_112_D1_1,25 0
ENSG00000005020_5560_112_D1_2,25 0
ENSG00000005020_24045_240_G5_1,25 0
ENSG00000005020_24045_240_G5_2,25 0
ENSG00000005020_24045_241_G5_1,25 0
ENSG00000005020_24045_239_G5_1,25 0
ENSG00000005020_24045_239_G5_2,25 0
ENSG00000005022_46835_824_H5_1,23
ENSG00000005022_46835_824_H5_2,23
ENSG00000005022_46835_978_H5_1,23
ENSG00000005022_46835_978_H5_2,23
ENSG00000005022_46835_884_H5_1,23
ENSG00000005022_46835_884_H5_2,23
ENSG00000005059_48776_812_B10_2,25 0
ENSG00000005059_48776_812_B10_3,25 0
ENSG00000005059_48776_715_B10_1,25 0
ENSG00000005059_48776_715_B10_2,25 0
ENSG00000005059_48776_725_B10_1,25 0
ENSG00000005059_48776_725_B10_2,25 0
ENSG00000005073_6770_1667_D4_23_cr57ea4f1cf2fbb,0
ENSG00000005073_6770_1667_D4_27_cr57ea4f2462f60,0
ENSG00000005073_6770_1639_C9_1,0
ENSG00000005073_6770_1639_C9_3,0
ENSG00000005073_6770_1607_D4_1,0
ENSG00000005073_6770_1607_D4_2,0
ENSG00000005075_46970_589_A5_1,0
ENSG00000005075_46970_589_A5_2,0
ENSG00000005100_73875_1406_A11_2,2
ENSG00000005100_73875_1406_A11_3,2
ENSG00000005100_73875_1400_A11_1,2
ENSG00000005100_73875_1400_A11_2,2
ENSG00000005102_45214_1054_G11_1,23 2
ENSG00000005102_45214_1054_G11_2,23 2
ENSG00000005102_45214_528_B8_4,23 2
ENSG00000005102_45214_528_B8_5,23 2
ENSG00000005102_45214_545_B8_2,23 2
ENSG00000005102_45214_545_B8_3,23 2
ENSG00000005156_6723_19_F11_1,0
ENSG00000005156_6723_19_F11_2,0
ENSG00000005156_6723_17_F11_1,0
ENSG00000005156_6723_17_F11_2,0
ENSG00000005156_6723_18_F11_1,0
ENSG00000005156_6723_18_F11_2,0
ENSG00000005175_38311_563_E10_1,25
ENSG00000005175_38311_563_E10_2,25
ENSG00000005175_38311_566_E10_1,25
ENSG00000005175_38311_566_E10_4,25
ENSG00000005175_38311_569_E10_1,25
ENSG00000005175_38311_569_E10_2,25
ENSG00000005175_38311_si22_H4_33,25
ENSG00000005175_38311_si22_H4_35,25
ENSG00000005175_38311_si22_H6_34,25
ENSG00000005175_38311_si22_H6_35,25
ENSG00000005189_40755_555_E12_1,6 1 2
ENSG00000005189_40755_555_E12_2,6 1 2
ENSG00000005189_40755_840_C12_1,6 1 2
ENSG00000005189_40755_840_C12_2,6 1 2
ENSG00000005189_40755_504_E12_1,6 1 2
ENSG00000005189_40755_504_E12_2,6 1 2
ENSG00000005194_41350_539_C4_2,23
ENSG00000005194_41350_539_C4_3,23
ENSG00000005194_41350_534_C4_1,23
ENSG00000005194_41350_534_C4_2,23
ENSG00000005194_41350_552_C4_1,23
ENSG00000005194_41350_552_C4_2,23
ENSG00000005206_39292_1470_E4_1,19 0 21
ENSG00000005206_39292_1470_E4_2,19 0 21
ENSG00000005206_39292_1495_A11_1,19 0 21
ENSG00000005206_39292_1495_A11_3,19 0 21
ENSG00000005206_39292_1468_E4_3,19 0 21
ENSG00000005206_39292_1468_E4_5,19 0 21
ENSG00000005238_48831_784_G4_3,3
ENSG00000005238_48831_784_G4_4,3
ENSG00000005238_48831_740_G4_2,3
ENSG00000005238_48831_740_G4_4,3
ENSG00000005238_48831_751_G9_1,3
ENSG00000005238_48831_751_G9_2,3
ENSG00000005249_8421_33_F12_1,19 25 7 23
ENSG00000005249_8421_33_F12_2,19 25 7 23
ENSG00000005249_8421_32_F12_1,19 25 7 23
ENSG00000005249_8421_32_F12_2,19 25 7 23
ENSG00000005249_8421_34_F12_1,19 25 7 23
ENSG00000005249_8421_34_F12_2,19 25 7 23
ENSG00000005302_34536_378_H2_1,0
ENSG00000005302_34536_378_H2_2,0
ENSG00000005302_34536_376_H2_1,0
ENSG00000005302_34536_376_H2_2,0
ENSG00000005302_34536_383_H2_1,0
ENSG00000005302_34536_383_H2_2,0
ENSG00000005339_4212_659_C5_1,5 0
ENSG00000005339_4212_659_C5_4,5 0
ENSG00000005339_4212_653_C5_1,5 0
ENSG00000005339_4212_653_C5_3,5 0
ENSG00000005339_4212_658_C5_1,5 0
ENSG00000005339_4212_658_C5_3,5 0
ENSG00000005339_55861_893_B10_1,5 0
ENSG00000005339_55861_893_B10_2,5 0
ENSG00000005339_55861_958_C7_1,5 0
ENSG00000005339_55861_958_C7_2,5 0
ENSG00000005339_55861_895_B10_4,5 0
ENSG00000005339_55861_895_B10_5,5 0
ENSG00000005339_55861_928_H5_1,5 0
ENSG00000005339_55861_928_H5_2,5 0
ENSG00000005339_55861_si27_B10_1,5 0
ENSG00000005339_55861_si27_B10_2,5 0
ENSG00000005339_55861_si27_B10_5,5 0
ENSG00000005339_55861_si27_B10_6,5 0
ENSG00000005339_55861_si27_B12_2,5 0
ENSG00000005339_55861_si27_B12_4,5 0
ENSG00000005339_55861_si27_B12_13,5 0
ENSG00000005339_55861_si27_B12_14,5 0
ENSG00000005436_77882_1762_H2_4,0
ENSG00000005436_77882_1762_H2_6,0
ENSG00000005436_77882_1711_C2_5,0
ENSG00000005436_77882_1711_C2_6,0
ENSG00000005436_77882_1692_G9_3_cr57d29446dedd7,0
ENSG00000005436_77882_1692_G9_13_cr57d2944de64af,0
ENSG00000005448_53558_984_F8_1,25
ENSG00000005448_53558_984_F8_2,25
ENSG00000005448_53558_867_G8_1,25
ENSG00000005448_53558_867_G8_2,25
ENSG00000005448_53558_981_F8_1,25
ENSG00000005448_53558_981_F8_2,25
ENSG00000005448_53558_904_E3_1,25
ENSG00000005448_53558_904_E3_2,25
ENSG00000005471_49395_1128_E12_4,12 13 0 21
ENSG00000005471_49395_1128_E12_5,12 13 0 21
ENSG00000005471_49395_1142_F2_2,12 13 0 21
ENSG00000005471_49395_1142_F2_4,12 13 0 21
ENSG00000005471_49395_1056_H7_1,12 13 0 21
ENSG00000005471_49395_1056_H7_2,12 13 0 21
ENSG00000005486_45074_639_F11_4,7
ENSG00000005486_45074_639_F11_5,7
ENSG00000005486_45074_635_F11_1,7
ENSG00000005486_45074_635_F11_2,7
ENSG00000005486_45074_634_F11_1,7
ENSG00000005486_45074_634_F11_2,7
ENSG00000005486_51960_785_C7_1,7
ENSG00000005486_51960_785_C7_2,7
ENSG00000005486_51960_783_C7_1,7
ENSG00000005486_51960_783_C7_2,7
ENSG00000005486_51960_821_H4_1,7
ENSG00000005486_51960_821_H4_2,7
ENSG00000005700_23826_261_H4_1,0
ENSG00000005700_23826_261_H4_2,0
ENSG00000005700_23826_226_H4_1,0
ENSG00000005700_23826_226_H4_2,0
ENSG00000005700_23826_224_H4_1,0
ENSG00000005700_23826_224_H4_2,0
ENSG00000005801_30605_333_D5_1,25
ENSG00000005801_30605_333_D5_2,25
ENSG00000005801_30605_331_D5_2,25
ENSG00000005801_30605_331_D5_3,25
ENSG00000005801_30605_330_D5_1,25
ENSG00000005801_30605_330_D5_2,25
ENSG00000005812_53283_871_E3_1,5
ENSG00000005812_53283_871_E3_2,5
ENSG00000005812_53283_882_B3_1,5
ENSG00000005812_53283_882_B3_2,5
ENSG00000005812_65626_1247_B8_6,5
ENSG00000005812_65626_1247_B8_7,5
ENSG00000005812_65626_1284_F5_2,5
ENSG00000005812_65626_1284_F5_3,5
ENSG00000005812_65626_1244_B8_1,5
ENSG00000005812_65626_1244_B8_3,5
ENSG00000005882_8287_42_C4_1,23 0
ENSG00000005882_8287_42_C4_2,23 0
ENSG00000005882_8287_41_C4_1,23 0
ENSG00000005882_8287_41_C4_2,23 0
ENSG00000005882_8287_43_C4_1,23 0
ENSG00000005882_8287_43_C4_2,23 0
ENSG00000005884_18594_204_G7_1,21
ENSG00000005884_18594_204_G7_2,21
ENSG00000005884_18594_205_G7_1,21
ENSG00000005884_18594_205_G7_2,21
ENSG00000005884_18594_203_G7_1,21
ENSG00000005884_18594_203_G7_2,21
ENSG00000005889_3877_24_E11_1,2 0
ENSG00000005889_3877_24_E11_2,2 0
ENSG00000005889_3877_23_E11_1,2 0
ENSG00000005889_3877_23_E11_2,2 0
ENSG00000005889_3877_25_E11_1,2 0
ENSG00000005889_3877_25_E11_2,2 0
ENSG00000005889_71863_1523_C10_1,2 0
ENSG00000005889_71863_1523_C10_3,2 0
ENSG00000005889_71863_1486_A11_1,2 0
ENSG00000005889_71863_1486_A11_3,2 0
ENSG00000005889_71863_1496_A11_2,2 0
ENSG00000005889_71863_1496_A11_6,2 0
ENSG00000006007_74747_1475_C3_1,2
ENSG00000006007_74747_1475_C3_5,2
ENSG00000006007_74747_1502_D5_1,2
ENSG00000006007_74747_1502_D5_3,2
ENSG00000006007_74747_1454_D5_1,2
ENSG00000006007_74747_1454_D5_3,2
ENSG00000006025_53083_885_H6_1,25 0
ENSG00000006025_53083_885_H6_2,25 0
ENSG00000006025_53083_869_H6_1,25 0
ENSG00000006025_53083_869_H6_2,25 0
ENSG00000006025_53083_849_H6_1,25 0
ENSG00000006025_53083_849_H6_2,25 0
ENSG00000006025_53083_926_C3_1,25 0
ENSG00000006025_53083_926_C3_2,25 0
ENSG00000006042_40473_413_E11_1,0
ENSG00000006042_40473_413_E11_2,0
ENSG00000006042_40473_1240_E7_1,0
ENSG00000006042_40473_1240_E7_2,0
ENSG00000006042_53385_838_B8_1,0
ENSG00000006042_53385_838_B8_2,0
ENSG00000006042_53385_806_G7_1,0
ENSG00000006042_53385_806_G7_2,0
ENSG00000006042_53385_810_G7_1,0
ENSG00000006042_53385_810_G7_5,0
ENSG00000006042_53385_905_C1_1,0
ENSG00000006042_53385_905_C1_2,0
ENSG00000006047_53904_823_A5_1,3
ENSG00000006047_53904_823_A5_2,3
ENSG00000006047_53904_965_H4_1,3
ENSG00000006047_53904_965_H4_2,3
ENSG00000006047_53904_833_H4_4,3
ENSG00000006047_53904_833_H4_5,3
ENSG00000006062_27270_291_H10_2,25 3
ENSG00000006062_27270_291_H10_4,25 3
ENSG00000006062_27270_254_H10_1,25 3
ENSG00000006062_27270_254_H10_2,25 3
ENSG00000006062_27270_546_H10_1,25 3
ENSG00000006062_27270_546_H10_2,25 3
ENSG00000006071_42318_488_B4_2,25 7 2
ENSG00000006071_42318_488_B4_3,25 7 2
ENSG00000006071_42318_494_B4_2,25 7 2
ENSG00000006071_42318_494_B4_3,25 7 2
ENSG00000006071_42318_485_B4_2,25 7 2
ENSG00000006071_42318_485_B4_3,25 7 2
ENSG00000006118_60492_1318_E3_9,23
