Id,Target
aug01_1_0_08b80082-bba8-11e8-b2ba-ac1f6b6435d0,7 1 2 0
aug01_1_0_0905b28c-bbad-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_091cb016-bbc8-11e8-b2bc-ac1f6b6435d0,1 2 0
aug01_1_0_0966db9c-bbc2-11e8-b2bb-ac1f6b6435d0,11 1 0
aug01_1_0_0983f438-bba5-11e8-b2ba-ac1f6b6435d0,1 0 21
aug01_1_0_09ae5c8e-bbad-11e8-b2ba-ac1f6b6435d0,1 2 0
aug01_1_0_09cd7890-bbb6-11e8-b2ba-ac1f6b6435d0,18 1 0
aug01_1_0_09e83904-bbc1-11e8-b2bb-ac1f6b6435d0,1 2 0
aug01_1_0_0a00aab2-bbbb-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_0a4ec902-bbb8-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_0ad0db12-bba0-11e8-b2b9-ac1f6b6435d0,23 1
aug01_1_0_0ae1739a-bbab-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_0b2fdd36-bbc5-11e8-b2bc-ac1f6b6435d0,14 1
aug01_1_0_0bc24d9e-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_0bee0bbc-bba7-11e8-b2ba-ac1f6b6435d0,1 4
aug01_1_0_0c696148-bba9-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_0cb08b76-bbc3-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_0cbc55bc-bbac-11e8-b2ba-ac1f6b6435d0,13 1 0
aug01_1_0_0cbd6c5e-bba2-11e8-b2b9-ac1f6b6435d0,1 0 21
aug01_1_0_0cc765d6-bba4-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_0d033276-bb9c-11e8-b2b9-ac1f6b6435d0,1 2
aug01_1_0_0d78584a-bbc3-11e8-b2bc-ac1f6b6435d0,25 1
aug01_1_0_0dcae53e-bba9-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_0dd7ea7a-bbba-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_0dfa6a3e-bbbd-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_0dfea524-bba2-11e8-b2b9-ac1f6b6435d0,25 1 0
aug01_1_0_0e40a38c-bba9-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_0e4f82ec-bbb5-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_0e9963d8-bbbc-11e8-b2ba-ac1f6b6435d0,25 1 21
aug01_1_0_0ea71d6c-bbb1-11e8-b2ba-ac1f6b6435d0,23 1 0
aug01_1_0_0eb6f4e4-bbc0-11e8-b2bb-ac1f6b6435d0,1 21
aug01_1_0_0f9be68e-bb9e-11e8-b2b9-ac1f6b6435d0,25 1 0
aug01_1_0_102f01ec-bbc8-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_1047fa34-bbb0-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_107a48ea-bbc9-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_1099781c-bbc1-11e8-b2bb-ac1f6b6435d0,1
aug01_1_0_10c1a06c-bba8-11e8-b2ba-ac1f6b6435d0,23 1
aug01_1_0_10c9c102-bbad-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_114d0f7a-bb9f-11e8-b2b9-ac1f6b6435d0,1 2 0
aug01_1_0_114eb95c-bbad-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_118d3506-bbc1-11e8-b2bb-ac1f6b6435d0,1 0
aug01_1_0_11b87ba8-bbb7-11e8-b2ba-ac1f6b6435d0,1 21
aug01_1_0_11c6e7ca-bbc5-11e8-b2bc-ac1f6b6435d0,25 1 0
aug01_1_0_11f8fbd6-bbb4-11e8-b2ba-ac1f6b6435d0,1 2
aug01_1_0_1263dcf2-bba1-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_12b03500-bbbc-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_12e32ce8-bba9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_12f5cb5e-bbaf-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_13082412-bbbd-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1315b268-bb9e-11e8-b2b9-ac1f6b6435d0,12 1 21
aug01_1_0_134e229e-bbba-11e8-b2ba-ac1f6b6435d0,22 1 0
aug01_1_0_136873e8-bb9b-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_13c6de3a-bba3-11e8-b2b9-ac1f6b6435d0,7 5 1
aug01_1_0_142433e8-bbab-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_144c1132-bbb1-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1478fbb0-bbc1-11e8-b2bb-ac1f6b6435d0,23 1
aug01_1_0_14c10cfc-bba3-11e8-b2b9-ac1f6b6435d0,25 1
aug01_1_0_1506357e-bbb3-11e8-b2ba-ac1f6b6435d0,1 4 3
aug01_1_0_156ae0f2-bbac-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_15b40976-bba2-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_160fed1c-bb9e-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_1625b570-bbc6-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_16532d20-bbad-11e8-b2ba-ac1f6b6435d0,11 1 0
aug01_1_0_16663780-bbbc-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_167b88dc-bbbd-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_17b7cdda-bbb0-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_17fa3f8a-bbb0-11e8-b2ba-ac1f6b6435d0,1 21
aug01_1_0_180c7c56-bb9f-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_183a7f02-bbc2-11e8-b2bb-ac1f6b6435d0,1 0
aug01_1_0_186419e0-bbb1-11e8-b2ba-ac1f6b6435d0,1 0 21
aug01_1_0_18f04712-bba7-11e8-b2ba-ac1f6b6435d0,25 7 1
aug01_1_0_1923427c-bbaa-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_1968ae20-bba5-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_19843fea-bbbf-11e8-b2ba-ac1f6b6435d0,25 7 1 0
aug01_1_0_1984433a-bbc6-11e8-b2bc-ac1f6b6435d0,1 0 21
aug01_1_0_19865348-bbbf-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_19931e92-bbac-11e8-b2ba-ac1f6b6435d0,25 1 2
aug01_1_0_19ba352c-bbc5-11e8-b2bc-ac1f6b6435d0,7 5 1
aug01_1_0_19ccb8a0-bbb1-11e8-b2ba-ac1f6b6435d0,25 7 1 2
aug01_1_0_1a326d72-bbc4-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_1a3a6958-bbb2-11e8-b2ba-ac1f6b6435d0,7 1
aug01_1_0_1a40336e-bba9-11e8-b2ba-ac1f6b6435d0,1 2
aug01_1_0_1a4b9868-bbb2-11e8-b2ba-ac1f6b6435d0,1 2 0
aug01_1_0_1a97421e-bbbb-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1ae88782-bbca-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_1b202db2-bbad-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_1b22aaba-bba3-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_1b7f094c-bba6-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_1b8812da-bbab-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_1c40f88a-bbbb-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1c7246d4-bba6-11e8-b2ba-ac1f6b6435d0,25 5 1 0
aug01_1_0_1ca83380-bbbe-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_1cb6bd56-bba5-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_1cc6bcf6-bba0-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_1d0a6f72-bbc4-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_1d260d76-bba2-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_1d452908-bbb7-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_1df13128-bbc4-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_1e0350ec-bb9c-11e8-b2b9-ac1f6b6435d0,25 1 0
aug01_1_0_1e088386-bbbb-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_1e197e42-bb9e-11e8-b2b9-ac1f6b6435d0,1 2
aug01_1_0_1e3f925e-bbb1-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1eaa717e-bba1-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_1ef839d6-bbc9-11e8-b2bc-ac1f6b6435d0,25 1
aug01_1_0_1f1ce258-bbb6-11e8-b2ba-ac1f6b6435d0,19 1
aug01_1_0_1f1d0464-bbab-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1f2511de-bba8-11e8-b2ba-ac1f6b6435d0,5 1 2 21
aug01_1_0_1f43745c-bbb8-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1f549052-bba4-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_1f851802-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_1fb9d60c-bba3-11e8-b2b9-ac1f6b6435d0,19 1
aug01_1_0_1fd9e038-bbb1-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_1fdf68f0-bbc5-11e8-b2bc-ac1f6b6435d0,25 1 0
aug01_1_0_200caa6e-bbb0-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_201831d0-bbc0-11e8-b2bb-ac1f6b6435d0,1
aug01_1_0_20681dc4-bbbd-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_207f9398-bba2-11e8-b2b9-ac1f6b6435d0,25 1 0
aug01_1_0_208787ce-bbb1-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_20e1e09e-bb9c-11e8-b2b9-ac1f6b6435d0,25 1 21
aug01_1_0_216c4af6-bbb3-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_21804c98-bbab-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_22640686-bbb0-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_22985df2-bb9f-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_22dbcd20-bb9b-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_232f21a0-bba5-11e8-b2ba-ac1f6b6435d0,1 2 0
aug01_1_0_2378c180-bb9a-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_23a97c08-bbae-11e8-b2ba-ac1f6b6435d0,19 1
aug01_1_0_23ae968a-bba3-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_23e72682-bbb5-11e8-b2ba-ac1f6b6435d0,1 3 0
aug01_1_0_240e9a14-bbbf-11e8-b2ba-ac1f6b6435d0,19 1 0
aug01_1_0_242f0c2c-bbbf-11e8-b2ba-ac1f6b6435d0,1 4 2 0
aug01_1_0_2432003e-bbca-11e8-b2bc-ac1f6b6435d0,25 1 0
aug01_1_0_2489a77c-bbb0-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_24c9cf52-bbb3-11e8-b2ba-ac1f6b6435d0,1 2
aug01_1_0_24cd0d96-bbb0-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_24fa6c86-bbca-11e8-b2bc-ac1f6b6435d0,1 3
aug01_1_0_254c0872-bbc8-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_25b477ac-bbc5-11e8-b2bc-ac1f6b6435d0,1 2 0
aug01_1_0_2611518c-bb9a-11e8-b2b9-ac1f6b6435d0,6 1 0
aug01_1_0_264bf066-bbaa-11e8-b2ba-ac1f6b6435d0,7 1 0
aug01_1_0_26890070-bbc1-11e8-b2bb-ac1f6b6435d0,1
aug01_1_0_271a9726-bbc4-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_271f6ecc-bb9c-11e8-b2b9-ac1f6b6435d0,5 1
aug01_1_0_272859ca-bb9b-11e8-b2b9-ac1f6b6435d0,25 1
aug01_1_0_274dc1f8-bba8-11e8-b2ba-ac1f6b6435d0,18 1
aug01_1_0_2765dc5c-bbbc-11e8-b2ba-ac1f6b6435d0,1 4
aug01_1_0_27cea68e-bbc5-11e8-b2bc-ac1f6b6435d0,25 1
aug01_1_0_28001ba4-bba4-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_28281c0a-bb9d-11e8-b2b9-ac1f6b6435d0,25 1
aug01_1_0_28909964-bbb2-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_28e86192-bbaa-11e8-b2ba-ac1f6b6435d0,6 1
aug01_1_0_28ef8988-bbc6-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_290a491c-bb9e-11e8-b2b9-ac1f6b6435d0,25 1
aug01_1_0_291226ba-bbbb-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_29372710-bba4-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_29627768-bba3-11e8-b2b9-ac1f6b6435d0,25 1
aug01_1_0_297f5ff4-bba3-11e8-b2b9-ac1f6b6435d0,1 2 0
aug01_1_0_29b33868-bbc3-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_2a28f798-bbc7-11e8-b2bc-ac1f6b6435d0,13 1 0
aug01_1_0_2a46f094-bbc8-11e8-b2bc-ac1f6b6435d0,1 21
aug01_1_0_2a56314c-bbb1-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2ad1f15c-bbb5-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2b157ab2-bbb5-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_2b2d6486-bbb7-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2b2f2e8a-bbc4-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_2b469370-bbb7-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_2b4863fa-bbba-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_2b67a5c8-bb9a-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_2b8745d6-bbc7-11e8-b2bc-ac1f6b6435d0,1 2
aug01_1_0_2b8e92aa-bbae-11e8-b2ba-ac1f6b6435d0,13 1 0
aug01_1_0_2b9664ae-bbc6-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_2b9f2afa-bba6-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_2bc22cbc-bbab-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_2bce4d5a-bba9-11e8-b2ba-ac1f6b6435d0,1 2
aug01_1_0_2c215ca6-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2c523024-bbaf-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_2c6719bc-bbc8-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_2caf7f12-bb9c-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_2cb0f758-bbb4-11e8-b2ba-ac1f6b6435d0,1 21
aug01_1_0_2cc00882-bba1-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_2cd73424-bbbc-11e8-b2ba-ac1f6b6435d0,19 5 1 0
aug01_1_0_2d10be38-bbc1-11e8-b2bb-ac1f6b6435d0,1 0
aug01_1_0_2d62538c-bbae-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_2d6e1208-bba9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2dab7d44-bbab-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2e12df76-bb9b-11e8-b2b9-ac1f6b6435d0,6 1
aug01_1_0_2e3af156-bba9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2e4d0810-bbbc-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_2e8a7bea-bbbd-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_2e939988-bbb2-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_2e96be06-bbc6-11e8-b2bc-ac1f6b6435d0,6 1
aug01_1_0_2ec7d3ca-bbc5-11e8-b2bc-ac1f6b6435d0,25 1
aug01_1_0_2f39d760-bbc3-11e8-b2bc-ac1f6b6435d0,1 4 2 0
aug01_1_0_2f3a3334-bbbb-11e8-b2ba-ac1f6b6435d0,1 2 0
aug01_1_0_2f4692ae-bb9e-11e8-b2b9-ac1f6b6435d0,7 1
aug01_1_0_2f6514a2-bba0-11e8-b2b9-ac1f6b6435d0,1 2 0
aug01_1_0_2f75852c-bbae-11e8-b2ba-ac1f6b6435d0,25 1 4
aug01_1_0_2f982c92-bba1-11e8-b2b9-ac1f6b6435d0,25 1
aug01_1_0_2fcec37a-bbbe-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_2ff7682c-bba8-11e8-b2ba-ac1f6b6435d0,25 1 0
aug01_1_0_30060ffe-bba7-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_300d9f44-bbc5-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_300f428e-bba9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_3076a0ce-bbad-11e8-b2ba-ac1f6b6435d0,7 1 2
aug01_1_0_3077703e-bbc7-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_30835d70-bbc9-11e8-b2bc-ac1f6b6435d0,1 3 0
aug01_1_0_3154d1ce-bbc5-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_315a9edc-bbc6-11e8-b2bc-ac1f6b6435d0,18 1
aug01_1_0_31827b2a-bba1-11e8-b2b9-ac1f6b6435d0,1 0 21
aug01_1_0_31b20e2a-bbca-11e8-b2bc-ac1f6b6435d0,23 1
aug01_1_0_31e853c8-bba1-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_323c2d28-bba5-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_3268abf6-bbc7-11e8-b2bc-ac1f6b6435d0,25 1
aug01_1_0_32967e42-bbc1-11e8-b2bb-ac1f6b6435d0,25 1
aug01_1_0_33e56f8e-bbca-11e8-b2bc-ac1f6b6435d0,12 1 21
aug01_1_0_345bf9c8-bbb2-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_34935692-bbc7-11e8-b2bc-ac1f6b6435d0,25 1 0
aug01_1_0_349eb3d4-bba4-11e8-b2b9-ac1f6b6435d0,19 25 1 21
aug01_1_0_34caa79c-bba3-11e8-b2b9-ac1f6b6435d0,25 1
aug01_1_0_35774f74-bba3-11e8-b2b9-ac1f6b6435d0,1 0 21
aug01_1_0_35dd716c-bba5-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_363c0cd0-bbc4-11e8-b2bc-ac1f6b6435d0,25 1
aug01_1_0_36745a7c-bbc4-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_36ca052a-bbbb-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_36d06594-bba9-11e8-b2ba-ac1f6b6435d0,1 0 21
aug01_1_0_36d58d5e-bbb2-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_376639d4-bbb8-11e8-b2ba-ac1f6b6435d0,7 1
aug01_1_0_3774b00a-bbb2-11e8-b2ba-ac1f6b6435d0,1 2
aug01_1_0_3787abe8-bbac-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_37bc9276-bbb7-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_37ec1998-bbbb-11e8-b2ba-ac1f6b6435d0,6 1
aug01_1_0_38005ed0-bbb1-11e8-b2ba-ac1f6b6435d0,1 2 0
aug01_1_0_3864e51a-bbbd-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_386e5c4c-bb9c-11e8-b2b9-ac1f6b6435d0,1 21
aug01_1_0_38b630a4-bbc8-11e8-b2bc-ac1f6b6435d0,12 1 21
aug01_1_0_38d900b6-bbaf-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_39177ab6-bbb0-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_3929964a-bba3-11e8-b2b9-ac1f6b6435d0,11 1 0
aug01_1_0_39329748-bbaa-11e8-b2ba-ac1f6b6435d0,25 1
aug01_1_0_3952515c-bba8-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_39719f7a-bbb3-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_397cf056-bbad-11e8-b2ba-ac1f6b6435d0,25 1 2 21
aug01_1_0_39ad9c24-bb9e-11e8-b2b9-ac1f6b6435d0,6 1
aug01_1_0_39c04a08-bbae-11e8-b2ba-ac1f6b6435d0,25 1 0 21
aug01_1_0_39c9a9ee-bb9b-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_3a26b4c2-bb9b-11e8-b2b9-ac1f6b6435d0,1 0 21
aug01_1_0_3a6501ce-bbb3-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_3a7535c8-bbac-11e8-b2ba-ac1f6b6435d0,1 4
aug01_1_0_3aa0d942-bbc7-11e8-b2bc-ac1f6b6435d0,1 0
aug01_1_0_3b286b62-bbc9-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_3b33b7e0-bb9e-11e8-b2b9-ac1f6b6435d0,25 7 1
aug01_1_0_3b56f79c-bbac-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_3b7af758-bbb8-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_3b80c3ca-bbb5-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_3bf0ac3c-bb9f-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_3c39f256-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_3c5a25d2-bba8-11e8-b2ba-ac1f6b6435d0,1 2 0
aug01_1_0_3c95d4b8-bbc8-11e8-b2bc-ac1f6b6435d0,1 21
aug01_1_0_3d531d7e-bbbf-11e8-b2ba-ac1f6b6435d0,24 1
aug01_1_0_3d64166c-bba4-11e8-b2b9-ac1f6b6435d0,25 1 0
aug01_1_0_3d6895c6-bba3-11e8-b2b9-ac1f6b6435d0,25 1 0
aug01_1_0_3da7ef96-bbc1-11e8-b2bb-ac1f6b6435d0,1 0
aug01_1_0_3dc7c66e-bbc5-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_3de613e4-bbb1-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_3e1c1592-bb9e-11e8-b2b9-ac1f6b6435d0,23 1 2 0
aug01_1_0_3ea01024-bbc9-11e8-b2bc-ac1f6b6435d0,5 1
aug01_1_0_3ec60336-bba8-11e8-b2ba-ac1f6b6435d0,1 3
aug01_1_0_3f0a3454-bbbf-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_3f1749ec-bbbe-11e8-b2ba-ac1f6b6435d0,5 1
aug01_1_0_3f264da4-bbc6-11e8-b2bc-ac1f6b6435d0,1
aug01_1_0_3feda49e-bbb2-11e8-b2ba-ac1f6b6435d0,1
aug01_1_0_40a29938-bba0-11e8-b2b9-ac1f6b6435d0,1
aug01_1_0_40d5ae02-bba2-11e8-b2b9-ac1f6b6435d0,1 0
aug01_1_0_40dc6fd8-bba9-11e8-b2ba-ac1f6b6435d0,1 0
aug01_1_0_40f73312-bba5-11e8-b2ba-ac1f6b6435d0,1 2 0
