Id,Target
1398_G11_1_classes_21,21
1124_G10_2_classes_23,23
1118_H6_2_classes_23,23
133_C9_1_classes_2,2
534_C8_2_classes_25_23,25 23
365_G1_1_classes_2,2
35_A1_1_classes_4,4
11_G8_1_classes_25_21_2,25 21 2
255_G11_2_classes_26_4,26 4
1158_C11_4_classes_25_19,25 19
445_G5_4_classes_3_0,3 0
27_E5_1_classes_25_21_7,25 21 7
173_B5_2_classes_25_2,25 2
727_G11_2_classes_22,22
54_B10_1_classes_13_0,13 0
1241_H9_7_classes_4,4
790_F9_2_classes_25_21,25 21
161_G5_2_classes_23_0,23 0
626_C4_1_classes_3,3
402_F7_3_classes_23_0,23 0
193_E2_2_classes_18_0,18 0
740_F7_2_classes_23,23
861_A9_3_classes_23,23
35_G4_1_classes_21,21
702_H4_1_classes_7,7
603_C8_2_classes_23,23
523_E6_2_classes_14,14
282_A2_1_classes_25_21_0,25 21 0
579_C6_4_classes_11,11
60_A6_2_classes_6,6
431_B11_2_classes_7_0,7 0
608_E12_1_classes_25_21,25 21
107_A12_1_classes_3,3
1576_F2_6_classes_2_0,2 0
27_H9_2_classes_10,10
117_H10_2_classes_25_21_0,25 21 0
702_F6_2_classes_23,23
1324_H7_12_classes_5_1,5 1
1696_H2_2_classes_6,6
1704_C5_27_cr57d840e2d4f29_classes_21,21
910_B8_1_classes_12_0,12 0
1804_A1_1_classes_25_4,25 4
845_C9_1_classes_7_0,7 0
194_A8_2_classes_7,7
1677_F6_3_classes_25_2,25 2
1662_H8_6_classes_21,21
1411_H7_4_classes_5_1,5 1
423_A9_2_classes_21_2,21 2
631_C5_1_classes_2,2
684_D8_6_classes_25_12_0,25 12 0
36_H6_1_classes_25_21,25 21
877_B9_1_classes_7,7
1702_D6_31_classes_2,2
1431_C4_8_classes_6_3,6 3
1591_C12_2_classes_7,7
1462_F3_3_classes_2_0,2 0
182_F10_1_classes_25_7,25 7
1276_C3_2_classes_21_0,21 0
760_C4_1_classes_23,23
1246_H2_1_classes_5_0,5 0
168_F3_2_classes_24_11,24 11
129_F2_1_classes_7,7
432_C7_1_classes_25_21_0,25 21 0
506_D7_1_classes_2,2
1543_F12_2_classes_5_0,5 0
1222_C10_1_classes_21,21
1056_H2_1_classes_21,21
1369_D6_4_classes_14_0,14 0
775_B12_2_classes_25_6,25 6
558_A7_3_classes_23,23
1401_H8_5_classes_25_5_0,25 5 0
781_B3_3_classes_22_2_0,22 2 0
1369_C4_1_classes_3_0,3 0
1487_E1_1_classes_2_0,2 0
383_D6_4_classes_2_0,2 0
461_B6_1_classes_25_7,25 7
282_B4_1_classes_22_21_2,22 21 2
390_B4_4_classes_25_19_0,25 19 0
440_G9_1_classes_7_0,7 0
1005_C6_1_classes_19_0,19 0
6_F5_1_classes_21_12,21 12
71_E5_1_classes_23,23
602_B12_2_classes_7,7
222_G7_3_classes_7,7
771_A12_3_classes_12_5,12 5
813_G7_2_classes_19,19
781_A1_2_classes_21_12,21 12
1013_F2_2_classes_25_21_0,25 21 0
29_H2_2_classes_25_22,25 22
620_B3_1_classes_25_21,25 21
366_H10_1_classes_25_11,25 11
1331_B3_1_classes_21_2_0,21 2 0
1616_D7_9_classes_23,23
1568_C10_2_classes_23,23
91_E5_2_classes_26_0,26 0
416_D9_2_classes_25_18,25 18
824_D7_2_classes_23,23
1744_B11_8_cr57fe28970f3c3_classes_6,6
1614_G7_1_classes_23_4,23 4
101_G10_2_classes_21,21
152_D3_1_classes_25_21,25 21
285_E12_1_classes_23,23
1779_B3_2_classes_2,2
738_H9_1_classes_21,21
104_D10_2_classes_25_7_0,25 7 0
147_A6_2_classes_25_23,25 23
171_B6_2_classes_25_7_0,25 7 0
299_G8_4_classes_25_21,25 21
42_A1_2_classes_23,23
393_C7_1_classes_23,23
823_A5_2_classes_3,3
1001_E8_1_classes_7,7
33_A2_1_classes_25_21,25 21
719_C3_2_classes_25_4,25 4
510_D9_2_classes_7,7
1788_E1_19_cr596df0e546610_classes_25_4_0,25 4 0
334_F9_2_classes_25_21,25 21
484_B4_1_classes_25_21_3,25 21 3
169_C10_2_classes_25_4,25 4
47_E12_2_classes_7,7
1657_A5_3_classes_7,7
859_E1_5_classes_25_21,25 21
621_E6_4_classes_25_11,25 11
165_H8_2_classes_6,6
726_H10_1_classes_25_3_0,25 3 0
1334_H3_2_classes_20,20
418_G3_2_classes_23_0,23 0
617_B3_4_classes_23,23
43_B12_1_classes_23_0,23 0
231_A9_1_classes_3_0,3 0
919_F7_9_classes_25_6,25 6
1787_H4_24_cr5968c4f252599_classes_25_21_0,25 21 0
74_D12_1_classes_23,23
415_G4_2_classes_23,23
778_B4_4_classes_23,23
117_E1_2_classes_7,7
400_H8_2_classes_23,23
1055_G11_2_classes_2_0,2 0
1386_G11_2_classes_1,1
1779_D1_1_classes_25_19,25 19
147_D7_2_classes_7,7
936_A8_5_classes_23,23
268_D2_2_classes_21_0,21 0
698_E12_1_classes_2_0,2 0
297_C7_2_classes_25_6,25 6
1495_G9_3_classes_25_21,25 21
856_G4_2_classes_7_0,7 0
1345_D6_2_classes_7,7
442_E12_2_classes_25_7,25 7
342_F9_1_classes_1,1
1264_E9_5_classes_2,2
504_G6_1_classes_3,3
215_E6_2_classes_23,23
1487_H3_5_classes_23,23
592_B3_4_classes_23_0,23 0
1559_C4_1_classes_21_0,21 0
873_E7_3_classes_23,23
189_G4_2_classes_23,23
452_E4_1_classes_22,22
279_F12_1_classes_7,7
1253_D9_4_classes_3,3
300_G7_4_classes_11,11
1161_B4_1_classes_2_0,2 0
1573_E7_3_classes_11,11
712_C6_1_classes_7,7
441_B8_2_classes_25_5,25 5
32_E9_2_classes_2,2
795_D5_2_classes_23,23
1605_H9_2_classes_6,6
1210_D11_1_classes_6,6
504_E4_1_classes_25_4,25 4
471_H7_2_classes_19_0,19 0
17_F4_2_classes_6,6
473_B7_2_classes_2_0,2 0
1518_C8_2_classes_18,18
1593_C6_1_classes_25_21,25 21
88_E6_2_classes_2,2
282_E5_2_classes_26_25,26 25
1147_D3_6_classes_16_0,16 0
1692_F9_23_cr57d15e94dfaf7_classes_2,2
530_C1_1_classes_23,23
398_G8_3_classes_7,7
170_F4_2_classes_7_0,7 0
455_G8_2_classes_25_4,25 4
568_F1_1_classes_2_0,2 0
739_F6_3_classes_6,6
504_H8_2_classes_25_11_0,25 11 0
566_B12_2_classes_14,14
214_B3_2_classes_25_4,25 4
34_A3_1_classes_21,21
800_A9_1_classes_7_0,7 0
728_F9_1_classes_2_0,2 0
736_G3_2_classes_25_21_0,25 21 0
1124_B10_1_classes_5_0,5 0
1768_A7_31_classes_21_4,21 4
711_C2_2_classes_4,4
99_B12_2_classes_6,6
987_G10_2_classes_25_4,25 4
716_E1_3_classes_25_14,25 14
173_D12_1_classes_22,22
1605_B2_3_classes_25_22_19,25 22 19
327_D8_1_classes_25_11,25 11
1694_F5_3_cr5809fb3597303_classes_25_16,25 16
1497_A1_3_classes_7,7
1138_G6_3_classes_2,2
570_B9_1_classes_7_2,7 2
470_F9_2_classes_4,4
1565_A12_3_classes_5,5
193_B1_1_classes_25_23,25 23
1432_C8_5_classes_2,2
554_E12_1_classes_25_4,25 4
1159_A8_2_classes_23,23
484_E11_3_classes_25_2_0,25 2 0
1325_B4_2_classes_19,19
1650_D5_43_cr57eb790254cd1_classes_2,2
992_B10_1_classes_21,21
1194_F12_1_classes_23,23
7_H9_1_classes_25_2,25 2
1708_B2_28_cr57eaad1ed1b55_classes_21_0,21 0
582_A8_3_classes_25_21,25 21
962_C1_2_classes_19_0,19 0
177_C7_2_classes_25_21_4,25 21 4
1777_C1_19_cr59686da06d056_classes_21,21
202_H5_1_classes_21_0,21 0
411_B10_1_classes_4,4
1707_B3_31_classes_3_0,3 0
617_H1_1_classes_5_0,5 0
188_A3_2_classes_25_21,25 21
1371_H1_3_classes_6,6
150_E8_2_classes_2_0,2 0
79_E3_2_classes_21,21
410_A12_1_classes_25_14,25 14
611_A9_2_classes_25_5_0,25 5 0
1227_D8_3_classes_21_2_0,21 2 0
448_H4_2_classes_2,2
1028_C12_2_classes_3,3
640_G4_2_classes_25_21,25 21
271_E9_2_classes_2,2
1734_E9_5_classes_11,11
10_B9_1_classes_25_21,25 21
1179_H6_2_classes_5,5
166_G2_1_classes_5_0,5 0
443_G10_2_classes_7,7
422_H8_2_classes_7_0,7 0
1357_F12_1_classes_5_0,5 0
1510_C12_1_classes_7_0,7 0
1372_D1_4_classes_4,4
669_D8_2_classes_16_2,16 2
218_D2_2_classes_4,4
924_H10_2_classes_25_14_6,25 14 6
1748_B11_23_cr5805df8b537d5_classes_19,19
791_A9_1_classes_10_9,10 9
453_B10_2_classes_21_0,21 0
464_C12_2_classes_14_0,14 0
423_D4_2_classes_25_21,25 21
527_C1_2_classes_4,4
1541_A3_1_classes_5,5
413_D4_1_classes_25_21,25 21
1048_B8_10_classes_13,13
1217_H7_1_classes_7,7
319_G7_2_classes_25_23,25 23
1177_D2_1_classes_7_0,7 0
196_F1_1_classes_22_21,22 21
222_C10_1_classes_7,7
836_G11_2_classes_7,7
754_F8_4_classes_19_0,19 0
966_G7_4_classes_2_0,2 0
777_B8_1_classes_7,7
665_C10_1_classes_2_0,2 0
185_F8_1_classes_25_7,25 7
908_E3_1_classes_4,4
112_E9_1_classes_5_0,5 0
1374_G4_3_classes_3,3
931_C9_2_classes_21,21
554_H9_1_classes_25_2,25 2
1349_F5_2_classes_22,22
1217_F7_1_classes_2,2
149_G8_1_classes_23,23
1723_B10_36_classes_21_0,21 0
157_B8_1_classes_25_21,25 21
809_E11_2_classes_2_0,2 0
1431_B4_2_classes_25_3,25 3
418_A5_1_classes_25_21_19,25 21 19
956_A9_4_classes_4,4
534_F8_2_classes_21_19,21 19
1665_A5_2_classes_7,7
749_D12_2_classes_25_2,25 2
990_H4_1_classes_7,7
264_G9_2_classes_25_4,25 4
1308_B9_2_classes_2_0,2 0
1250_A11_3_classes_22_21,22 21
345_A5_2_classes_3,3
21_D9_1_classes_23,23
920_G6_6_classes_22_0,22 0
931_C10_4_classes_7_6,7 6
1279_B12_2_classes_23,23
1599_A5_4_classes_6,6
1442_E3_3_classes_1_0,1 0
152_A10_2_classes_25_21,25 21
13_D12_2_classes_19_0,19 0
832_C3_2_classes_14_3_0,14 3 0
1376_A5_3_classes_2,2
460_H6_1_classes_7_2,7 2
169_B5_2_classes_14,14
489_A10_1_classes_14_0,14 0
1582_H1_1_classes_23,23
264_B12_1_classes_23_0,23 0
764_C3_1_classes_25_4,25 4
497_B1_1_classes_14,14
1751_C9_33_classes_21_0,21 0
1147_H9_1_classes_23,23
792_F5_1_classes_5_0,5 0
216_H5_3_classes_12,12
548_H11_2_classes_25_7_2_0,25 7 2 0
72_C5_1_classes_21,21
1227_C10_1_classes_26_5_3_0,26 5 3 0
187_C11_4_classes_23,23
177_D5_2_classes_25_2_0,25 2 0
230_F12_1_classes_23,23
953_E10_3_classes_23,23
1496_A7_2_classes_11_0,11 0
1419_G12_1_classes_6,6
1616_F12_3_classes_21_0,21 0
322_A6_6_classes_25_23,25 23
182_F9_2_classes_23_3,23 3
1046_F8_1_classes_21_7_0,21 7 0
144_F11_1_classes_14,14
335_H7_2_classes_25_16_14_0,25 16 14 0
461_C12_1_classes_14_0,14 0
712_A4_3_classes_23,23
1412_C2_3_classes_2,2
435_A4_1_classes_21_0,21 0
859_A7_2_classes_5_0,5 0
27_B6_1_classes_7,7
958_E4_2_classes_22_0,22 0
204_H10_2_classes_21_7,21 7
1334_F1_1_classes_25_7_0,25 7 0
1769_F4_35_classes_2,2
895_F5_3_classes_2_0,2 0
973_D10_2_classes_23,23
215_E1_1_classes_14,14
261_G2_2_classes_23,23
1308_E1_2_classes_3_0,3 0
104_C3_1_classes_6,6
1365_D1_2_classes_5,5
1194_F10_4_classes_19_0,19 0
1446_E11_4_classes_7,7
860_H4_1_classes_2,2
805_G6_1_classes_7_0,7 0
1734_D11_4_classes_25_19,25 19
203_B6_1_classes_14,14
505_F8_2_classes_1_0,1 0
1585_A4_1_classes_25_5_0,25 5 0
994_F12_2_classes_7,7
1647_F3_36_classes_6,6
1520_A11_3_classes_7,7
298_F10_2_classes_25_21_12,25 21 12
634_G11_3_classes_25_21,25 21
1586_F12_4_classes_23,23
95_H1_2_classes_23,23
379_E1_2_classes_25_2,25 2
196_F6_1_classes_7,7
390_B1_2_classes_25_21,25 21
333_F3_1_classes_2_0,2 0
6_G3_2_classes_25_2,25 2
1210_D10_4_classes_21_0,21 0
218_H1_2_classes_21_4,21 4
1103_E5_2_classes_23_0,23 0
574_B2_2_classes_14,14
49_E12_2_classes_7,7
1291_B9_3_classes_21_0,21 0
1789_F8_5_cr59706e015dd8b_classes_25_18_17_14,25 18 17 14
560_H5_5_classes_25_2_0,25 2 0
73_C2_2_classes_25_21,25 21
16_D9_1_classes_7,7
1401_E5_1_classes_23,23
173_G1_1_classes_25_21,25 21
75_H2_1_classes_21,21
1754_A9_18_cr57f3dca02ca6f_classes_22_0,22 0
1364_A6_3_classes_19_0,19 0
1564_H5_3_classes_24_7,24 7
19_G2_1_classes_19_0,19 0
1743_B12_18_cr57fe1b0000a6a_classes_23,23
1215_B1_7_classes_4,4
512_F7_3_classes_7_0,7 0
1263_C7_2_classes_7_0,7 0
235_G3_2_classes_23_14,23 14
607_G5_1_classes_23,23
460_B9_1_classes_25_21,25 21
553_E10_2_classes_25_21,25 21
480_F7_2_classes_25_4,25 4
918_H10_1_classes_25_15,25 15
41_H7_2_classes_25_21,25 21
1677_A12_1_classes_21_4,21 4
55_D8_1_classes_25_21_0,25 21 0
552_D9_1_classes_21,21
172_D8_1_classes_21,21
530_A1_2_classes_23,23
291_F4_2_classes_25_21_5_0,25 21 5 0
498_D10_1_classes_12_0,12 0
1304_C2_4_classes_21_13,21 13
1636_A6_22_cr57bee35a0c89f_classes_18,18
383_B1_1_classes_21,21
1151_G2_1_classes_23,23
224_B5_2_classes_7,7
987_F10_1_classes_21,21
1358_D9_1_classes_6,6
760_C6_1_classes_22_21,22 21
484_H1_1_classes_23,23
1017_E9_2_classes_2_0,2 0
1416_D4_7_classes_22,22
1136_E1_1_classes_21,21
192_A7_2_classes_25_23,25 23
1335_F9_1_classes_4,4
9_G8_1_classes_23_5_0,23 5 0
96_G4_2_classes_25_5,25 5
1076_E3_2_classes_25_12,25 12
36_F9_2_classes_25_6,25 6
21_G7_1_classes_3_0,3 0
1769_D3_18_cr5950f2ae06018_classes_25_21_0,25 21 0
1081_H5_2_classes_22,22
646_F4_1_classes_6,6
1752_C9_18_cr5804e08bad33a_classes_23,23
129_D9_1_classes_25_21,25 21
1348_H6_4_classes_5_0,5 0
1256_D2_2_classes_23,23
419_F10_3_classes_2,2
408_F5_2_classes_10_9,10 9
534_H1_1_classes_25_21,25 21
611_D10_2_classes_25_11,25 11
742_B9_1_classes_21_0,21 0
46_H1_1_classes_25_4,25 4
816_D11_5_classes_2_0,2 0
532_E10_2_classes_7_0,7 0
197_A7_1_classes_25_7,25 7
270_F5_1_classes_5,5
1156_B5_5_classes_18,18
867_E2_2_classes_4,4
781_A1_1_classes_21_12,21 12
486_B12_3_classes_25_2,25 2
1773_H5_2_classes_19,19
1354_E5_4_classes_4,4
1117_E2_5_classes_26_25,26 25
1431_A9_1_classes_2,2
1315_A1_6_classes_6,6
837_C6_10_classes_25_21_0,25 21 0
1125_B9_4_classes_25_7,25 7
128_G7_2_classes_7_2,7 2
1040_B11_1_classes_2_0,2 0
7_F9_2_classes_14_0,14 0
33_C12_1_classes_23,23
1573_A1_3_classes_21_19_4,21 19 4
1639_F5_4_classes_4,4
127_E3_1_classes_25_21,25 21
178_A9_1_classes_21,21
493_H9_3_classes_25_7,25 7
997_A12_3_classes_2_0,2 0
957_G3_1_classes_23,23
172_G3_1_classes_6,6
138_C9_1_classes_23,23
1741_E7_18_cr580cfa63a1541_classes_18,18
103_H9_2_classes_25_21_13,25 21 13
1504_G5_1_classes_5,5
867_G10_3_classes_25_6,25 6
978_D4_2_classes_5_0,5 0
1202_F11_2_classes_25_7,25 7
1318_B6_5_classes_6,6
1772_E1_3_classes_1,1
442_B8_1_classes_25_2,25 2
1182_D5_5_classes_5_0,5 0
635_H2_4_classes_25_14,25 14
1238_E11_1_classes_20,20
639_C3_1_classes_25_23,25 23
110_D3_1_classes_1_0,1 0
1161_A3_2_classes_7,7
1183_B12_5_classes_25_13_0,25 13 0
35_A6_1_classes_25_21,25 21
1578_A3_3_classes_3_0,3 0
1185_F6_3_classes_4,4
855_G7_2_classes_7,7
147_H1_1_classes_25_21,25 21
383_A10_3_classes_25_6_2,25 6 2
264_D2_2_classes_25_21,25 21
476_C9_2_classes_23,23
326_A11_1_classes_7,7
1307_A6_1_classes_23,23
1681_C9_2_classes_23_0,23 0
747_C3_4_classes_25_2,25 2
1638_C8_1_classes_6,6
421_G4_1_classes_19_0,19 0
1210_H10_1_classes_23,23
26_E5_2_classes_25_21_7,25 21 7
73_D11_2_classes_25_18_0,25 18 0
412_G8_2_classes_3,3
323_H2_3_classes_2_0,2 0
651_H8_4_classes_14,14
480_B11_1_classes_25_24_0,25 24 0
1102_G9_5_classes_25_4,25 4
1189_E8_1_classes_7_0,7 0
1217_D8_2_classes_1_0,1 0
869_F7_2_classes_2,2
640_B12_2_classes_19,19
160_H10_1_classes_7_1,7 1
192_D2_2_classes_21,21
321_F9_5_classes_2,2
102_F3_1_classes_25_5_0,25 5 0
962_H9_2_classes_2,2
255_E7_2_classes_7_0,7 0
56_D6_2_classes_6,6
181_B12_1_classes_19,19
121_G10_1_classes_25_21_0,25 21 0
575_C8_1_classes_14,14
1786_F8_1_classes_6_1,6 1
1056_E6_1_classes_23,23
1413_B3_1_classes_1,1
1164_G10_3_classes_7,7
1592_G3_3_classes_6,6
203_G3_2_classes_21,21
769_D5_2_classes_21_3,21 3
99_D8_1_classes_23,23
403_C8_1_classes_25_2_0,25 2 0
3_F3_1_classes_6,6
1401_F4_2_classes_4,4
526_G3_2_classes_4,4
112_D11_1_classes_6,6
437_B10_1_classes_25_7_0,25 7 0
8_G9_2_classes_25_7,25 7
723_C1_3_classes_4,4
1446_H11_6_classes_25_7,25 7
180_B12_1_classes_25_19_1,25 19 1
395_D3_1_classes_25_21_0,25 21 0
637_C5_1_classes_4,4
946_C5_3_classes_26_0,26 0
1774_C4_13_cr5950fa3646972_classes_7,7
621_C12_3_classes_14,14
1240_D5_2_classes_25_3_0,25 3 0
1605_H9_3_classes_6,6
1370_D9_3_classes_11,11
553_G2_1_classes_1,1
1118_E5_5_classes_4,4
484_G11_1_classes_25_21,25 21
1043_A7_6_classes_22_0,22 0
610_H1_1_classes_5_0,5 0
433_H10_2_classes_3_0,3 0
1050_A1_1_classes_6,6
1232_E11_1_classes_21_0,21 0
382_D6_2_classes_7,7
440_C11_5_classes_25_21_0,25 21 0
906_D1_2_classes_2_0,2 0
259_G9_2_classes_23,23
1408_A4_3_classes_7_0,7 0
1019_F8_7_classes_25_19_0,25 19 0
1414_D11_2_classes_23,23
419_G10_3_classes_25_21_7,25 21 7
1054_H8_1_classes_25_21_0,25 21 0
1401_B12_6_classes_25_2,25 2
1158_H11_8_classes_16_5,16 5
1324_C10_2_classes_21,21
192_H4_1_classes_25_21,25 21
924_E2_1_classes_6,6
493_C12_3_classes_25_21,25 21
9_C4_1_classes_14,14
610_D1_1_classes_2_0,2 0
547_C12_2_classes_25_21,25 21
249_B4_1_classes_25_19_0,25 19 0
270_D7_2_classes_19,19
1595_G4_1_classes_19_0,19 0
199_B4_2_classes_26_4,26 4
1717_H4_17_cr57f50ba6daa7e_classes_21,21
1223_H7_4_classes_7,7
36_F3_1_classes_25_21,25 21
1534_D3_7_classes_2_0,2 0
606_C1_2_classes_23_2,23 2
1170_F8_1_classes_25_19_0,25 19 0
286_B3_2_classes_25_21_0,25 21 0
1773_F9_2_classes_25_6,25 6
249_F12_3_classes_25_21,25 21
256_D7_1_classes_23_1,23 1
270_H4_1_classes_25_5,25 5
1442_A1_3_classes_21,21
623_C5_5_classes_12_0,12 0
234_C8_1_classes_25_7,25 7
1400_A4_1_classes_7_0,7 0
472_B7_1_classes_23,23
71_D8_2_classes_23,23
1645_H1_6_cr57b5683c9a8ca_classes_23,23
564_F10_2_classes_23,23
1130_H2_2_classes_2,2
846_E10_2_classes_21_0,21 0
983_F4_2_classes_25_24_0,25 24 0
1711_B12_3_classes_26_21_4,26 21 4
1700_F8_27_cr57ebc44768ee3_classes_23,23
1313_F6_1_classes_3,3
284_A11_2_classes_21_12_2,21 12 2
1516_B4_1_classes_25_7_0,25 7 0
759_B9_2_classes_5_0,5 0
296_F7_1_classes_7,7
1199_D8_5_classes_23_0,23 0
489_C3_1_classes_21_7,21 7
1138_D9_2_classes_7,7
607_C12_4_classes_23_0,23 0
1238_H8_4_classes_23,23
128_H7_1_classes_4,4
1261_F4_3_classes_16,16
765_B5_1_classes_23_0,23 0
421_G11_3_classes_5_0,5 0
152_E8_1_classes_21,21
954_E3_1_classes_2_0,2 0
615_E10_2_classes_25_14_2,25 14 2
1752_E7_8_cr5804ec4f59f26_classes_5_0,5 0
620_A5_1_classes_25_21,25 21
582_E10_1_classes_7,7
604_B7_2_classes_25_13,25 13
187_G8_2_classes_7_0,7 0
1762_E6_5_classes_7,7
1029_F6_4_classes_23,23
174_B11_1_classes_21,21
16_F12_1_classes_6,6
712_F9_7_classes_2_0,2 0
474_A12_3_classes_12,12
1683_D5_16_cr58053013168e9_classes_23,23
462_C9_2_classes_25_19_0,25 19 0
833_H1_2_classes_25_6_2,25 6 2
36_B10_2_classes_25_6,25 6
335_D11_2_classes_25_23,25 23
779_C4_2_classes_4,4
1285_D4_4_classes_25_4,25 4
1171_E2_3_classes_23,23
1752_D10_8_cr5804d572c22c8_classes_21,21
1182_A7_2_classes_7_0,7 0
1158_A9_2_classes_3_0,3 0
189_G4_1_classes_23,23
412_A6_2_classes_25_7_2,25 7 2
1353_H3_6_classes_7_0,7 0
1586_H7_6_classes_25_21_0,25 21 0
1293_A12_2_classes_2_0,2 0
239_G3_2_classes_25_7_0,25 7 0
1717_E1_35_classes_23,23
1543_E9_2_classes_13,13
726_A8_1_classes_2_0,2 0
923_A12_2_classes_7,7
271_E6_2_classes_25_4,25 4
20_A1_2_classes_6,6
912_C10_3_classes_7,7
1147_A10_2_classes_23,23
115_H10_2_classes_25_21,25 21
236_C3_1_classes_14_0,14 0
712_B1_1_classes_25_21,25 21
544_G11_2_classes_21,21
516_B4_1_classes_7,7
256_G11_1_classes_26_4,26 4
954_A7_1_classes_23_4,23 4
415_A3_1_classes_7_0,7 0
520_F6_2_classes_21,21
716_G11_1_classes_23_1,23 1
33_A12_2_classes_23,23
1296_E2_1_classes_4,4
762_D4_2_classes_7,7
1201_D1_3_classes_19_0,19 0
161_D7_1_classes_5_0,5 0
255_D9_4_classes_12,12
219_A10_1_classes_21,21
1142_E10_2_classes_7,7
1564_A6_2_classes_5_0,5 0
230_D10_2_classes_6_0,6 0
90_F9_1_classes_23,23
376_C4_1_classes_25_1_0,25 1 0
873_B10_4_classes_11,11
50_H2_2_classes_23,23
1732_A2_3_cr5806094560dd5_classes_25_18,25 18
1006_B6_3_classes_7,7
1732_A3_8_cr58060e5bf20fa_classes_26_25,26 25
1352_C1_2_classes_5_0,5 0
509_H7_1_classes_2_0,2 0
1004_G1_3_classes_4,4
237_D5_2_classes_19,19
33_C11_1_classes_23,23
63_A11_1_classes_25_21_7,25 21 7
471_C6_2_classes_21,21
1147_D12_2_classes_22_0,22 0
964_C6_2_classes_7,7
5_F5_2_classes_21_12,21 12
816_G9_2_classes_7,7
1276_E11_1_classes_21_12,21 12
722_F10_1_classes_7,7
284_H5_1_classes_25_21,25 21
725_A11_2_classes_23_12,23 12
1361_G8_1_classes_1_0,1 0
1363_B9_4_classes_25_6_2,25 6 2
410_A11_2_classes_2,2
924_B9_3_classes_23,23
1422_A4_2_classes_23_1,23 1
59_A11_2_classes_21,21
1234_E7_4_classes_23,23
802_D5_9_classes_16_0,16 0
1434_C3_1_classes_2_0,2 0
61_E10_2_classes_3_0,3 0
467_C8_1_classes_25_7_0,25 7 0
708_B10_2_classes_6,6
121_C2_2_classes_25_2,25 2
492_A7_1_classes_25_21,25 21
1642_D1_4_classes_25_5,25 5
1712_C8_22_cr580502bdb290c_classes_23,23
1207_A5_5_classes_23_22_0,23 22 0
1772_F7_5_classes_25_18_17,25 18 17
