,file,fold
45,../../../input/train_png/74239b82-bb9f-11e8-b2b9-ac1f6b6435d0.png,0
46,../../../input/train_png/86b002ec-bbb6-11e8-b2ba-ac1f6b6435d0.png,1
47,../../../input/train_png/4a3c5628-bbbe-11e8-b2ba-ac1f6b6435d0.png,2
48,../../../input/train_png/7a7687e0-bbab-11e8-b2ba-ac1f6b6435d0.png,3
49,../../../input/train_png/e0e3182c-bba6-11e8-b2ba-ac1f6b6435d0.png,4
50,../../../input/train_png/085ef1ea-bbbc-11e8-b2ba-ac1f6b6435d0.png,0
51,../../../input/train_png/98895382-bba3-11e8-b2b9-ac1f6b6435d0.png,1
52,../../../input/train_png/2a46f094-bbc8-11e8-b2bc-ac1f6b6435d0.png,2
53,../../../input/train_png/f08643b8-bbaa-11e8-b2ba-ac1f6b6435d0.png,3
54,../../../input/train_png/cf2c0bf0-bbc6-11e8-b2bc-ac1f6b6435d0.png,4
55,../../../input/train_png/42ce7eca-bba5-11e8-b2ba-ac1f6b6435d0.png,0
56,../../../input/train_png/1dd18ea8-bbc0-11e8-b2bb-ac1f6b6435d0.png,1
57,../../../input/train_png/43665860-bbbb-11e8-b2ba-ac1f6b6435d0.png,2
58,../../../input/train_png/a3c6515c-bbbf-11e8-b2bb-ac1f6b6435d0.png,3
59,../../../input/train_png/a4ef67b6-bbc0-11e8-b2bb-ac1f6b6435d0.png,4
60,../../../input/train_png/4c0e3ef0-bbb7-11e8-b2ba-ac1f6b6435d0.png,0
61,../../../input/train_png/e81ea31c-bbb6-11e8-b2ba-ac1f6b6435d0.png,1
62,../../../input/train_png/0ab0e65c-bbbb-11e8-b2ba-ac1f6b6435d0.png,2
63,../../../input/train_png/cd1ffdc2-bba7-11e8-b2ba-ac1f6b6435d0.png,3
64,../../../input/train_png/5c6cb080-bbc4-11e8-b2bc-ac1f6b6435d0.png,4
65,../../../input/train_png/4f1a975a-bba9-11e8-b2ba-ac1f6b6435d0.png,0
66,../../../input/train_png/51e9709e-bba6-11e8-b2ba-ac1f6b6435d0.png,1
67,../../../input/train_png/c11c2afe-bb9e-11e8-b2b9-ac1f6b6435d0.png,2
68,../../../input/train_png/04305cbe-bba1-11e8-b2b9-ac1f6b6435d0.png,3
69,../../../input/train_png/d8c5533c-bbb3-11e8-b2ba-ac1f6b6435d0.png,4
70,../../../input/train_png/0522f384-bbbf-11e8-b2ba-ac1f6b6435d0.png,0
71,../../../input/train_png/f92bb68a-bb9e-11e8-b2b9-ac1f6b6435d0.png,1
72,../../../input/train_png/9cf46ddc-bbc9-11e8-b2bc-ac1f6b6435d0.png,2
73,../../../input/train_png/41c7b6ee-bbab-11e8-b2ba-ac1f6b6435d0.png,3
74,../../../input/train_png/2da2ef3c-bbbd-11e8-b2ba-ac1f6b6435d0.png,4
75,../../../input/train_png/87d2d7f6-bba4-11e8-b2b9-ac1f6b6435d0.png,0
76,../../../input/train_png/5d1a2cc2-bbad-11e8-b2ba-ac1f6b6435d0.png,1
77,../../../input/train_png/e5269036-bbaa-11e8-b2ba-ac1f6b6435d0.png,2
78,../../../input/train_png/3338ddba-bba1-11e8-b2b9-ac1f6b6435d0.png,3
79,../../../input/train_png/16dca48e-bbc0-11e8-b2bb-ac1f6b6435d0.png,4
80,../../../input/train_png/0e75c0ae-bbbc-11e8-b2ba-ac1f6b6435d0.png,0
81,../../../input/train_png/2ebac016-bbc2-11e8-b2bb-ac1f6b6435d0.png,1
82,../../../input/train_png/b8dee8c8-bbca-11e8-b2bc-ac1f6b6435d0.png,2
83,../../../input/train_png/d668767a-bb9d-11e8-b2b9-ac1f6b6435d0.png,3
84,../../../input/train_png/9e76107a-bbba-11e8-b2ba-ac1f6b6435d0.png,4
85,../../../input/train_png/c04e69c4-bb9a-11e8-b2b9-ac1f6b6435d0.png,0
86,../../../input/train_png/507f257a-bb9a-11e8-b2b9-ac1f6b6435d0.png,1
87,../../../input/train_png/75b8f232-bbb6-11e8-b2ba-ac1f6b6435d0.png,2
88,../../../input/train_png/5d436dd4-bba4-11e8-b2b9-ac1f6b6435d0.png,3
89,../../../input/train_png/c6b99bbc-bbbd-11e8-b2ba-ac1f6b6435d0.png,4
90,../../../input/train_png/7272fd44-bbab-11e8-b2ba-ac1f6b6435d0.png,0
91,../../../input/train_png/4f4b20c2-bbbe-11e8-b2ba-ac1f6b6435d0.png,1
92,../../../input/train_png/28321da4-bbac-11e8-b2ba-ac1f6b6435d0.png,2
93,../../../input/train_png/75dd487a-bb99-11e8-b2b9-ac1f6b6435d0.png,3
94,../../../input/train_png/b292fdac-bbc9-11e8-b2bc-ac1f6b6435d0.png,4
95,../../../input/train_png/1f7eadda-bbac-11e8-b2ba-ac1f6b6435d0.png,0
96,../../../input/train_png/4340b742-bb9b-11e8-b2b9-ac1f6b6435d0.png,1
97,../../../input/train_png/290ef0d2-bba0-11e8-b2b9-ac1f6b6435d0.png,2
98,../../../input/train_png/71eedb22-bbba-11e8-b2ba-ac1f6b6435d0.png,3
99,../../../input/train_png/06d737fa-bba9-11e8-b2ba-ac1f6b6435d0.png,4
100,../../../input/train_png/bec383d0-bbba-11e8-b2ba-ac1f6b6435d0.png,0
101,../../../input/train_png/c6601a46-bba5-11e8-b2ba-ac1f6b6435d0.png,1
102,../../../input/train_png/230b9414-bbbf-11e8-b2ba-ac1f6b6435d0.png,2
103,../../../input/train_png/ea36248e-bbb3-11e8-b2ba-ac1f6b6435d0.png,3
104,../../../input/train_png/bb1d3824-bbac-11e8-b2ba-ac1f6b6435d0.png,4
105,../../../input/train_png/d2df89a4-bbb5-11e8-b2ba-ac1f6b6435d0.png,0
106,../../../input/train_png/3f21015a-bbb7-11e8-b2ba-ac1f6b6435d0.png,1
107,../../../input/train_png/16c64cc0-bba2-11e8-b2b9-ac1f6b6435d0.png,2
108,../../../input/train_png/e491539a-bb9b-11e8-b2b9-ac1f6b6435d0.png,3
109,../../../input/train_png/97528162-bbb9-11e8-b2ba-ac1f6b6435d0.png,4
110,../../../input/train_png/d49693e2-bbb9-11e8-b2ba-ac1f6b6435d0.png,0
111,../../../input/train_png/620f8d54-bb9d-11e8-b2b9-ac1f6b6435d0.png,1
112,../../../input/train_png/0265b670-bba3-11e8-b2b9-ac1f6b6435d0.png,2
113,../../../input/train_png/935d4cb2-bbba-11e8-b2ba-ac1f6b6435d0.png,3
114,../../../input/train_png/8e7d9566-bba7-11e8-b2ba-ac1f6b6435d0.png,4
115,../../../input/train_png/28be0d70-bb9b-11e8-b2b9-ac1f6b6435d0.png,0
116,../../../input/train_png/25d4613e-bb9d-11e8-b2b9-ac1f6b6435d0.png,1
117,../../../input/train_png/d8f777e2-bb9d-11e8-b2b9-ac1f6b6435d0.png,2
118,../../../input/train_png/9fa0b1ca-bbca-11e8-b2bc-ac1f6b6435d0.png,3
119,../../../input/train_png/77b5ae30-bbbc-11e8-b2ba-ac1f6b6435d0.png,4
120,../../../input/train_png/f9c487e6-bbc8-11e8-b2bc-ac1f6b6435d0.png,0
121,../../../input/train_png/142c9d96-bbae-11e8-b2ba-ac1f6b6435d0.png,1
122,../../../input/train_png/3ec0c752-bba0-11e8-b2b9-ac1f6b6435d0.png,2
123,../../../input/train_png/0c809582-bba6-11e8-b2ba-ac1f6b6435d0.png,3
124,../../../input/train_png/61817c30-bbac-11e8-b2ba-ac1f6b6435d0.png,4
125,../../../input/train_png/47a8b8c8-bbc5-11e8-b2bc-ac1f6b6435d0.png,0
126,../../../input/train_png/d5eb596e-bbad-11e8-b2ba-ac1f6b6435d0.png,1
127,../../../input/train_png/1e83e58a-bbb6-11e8-b2ba-ac1f6b6435d0.png,2
128,../../../input/train_png/a614a0b6-bbc5-11e8-b2bc-ac1f6b6435d0.png,3
129,../../../input/train_png/baa28024-bbb2-11e8-b2ba-ac1f6b6435d0.png,4
130,../../../input/train_png/fdc15996-bba5-11e8-b2ba-ac1f6b6435d0.png,0
131,../../../input/train_png/796432c6-bbba-11e8-b2ba-ac1f6b6435d0.png,1
132,../../../input/train_png/8789463c-bba3-11e8-b2b9-ac1f6b6435d0.png,2
133,../../../input/train_png/3a4dbc3a-bb9f-11e8-b2b9-ac1f6b6435d0.png,3
134,../../../input/train_png/650d9ce8-bbc6-11e8-b2bc-ac1f6b6435d0.png,4
135,../../../input/train_png/40d5798e-bbaa-11e8-b2ba-ac1f6b6435d0.png,0
136,../../../input/train_png/cdb70c78-bba5-11e8-b2ba-ac1f6b6435d0.png,1
137,../../../input/train_png/d25d356e-bbae-11e8-b2ba-ac1f6b6435d0.png,2
138,../../../input/train_png/fdcea808-bbaf-11e8-b2ba-ac1f6b6435d0.png,3
139,../../../input/train_png/94c5c2de-bb9a-11e8-b2b9-ac1f6b6435d0.png,4
140,../../../input/train_png/5e2d0f3a-bbc6-11e8-b2bc-ac1f6b6435d0.png,0
141,../../../input/train_png/3aa1f334-bbb0-11e8-b2ba-ac1f6b6435d0.png,1
142,../../../input/train_png/f39ea380-bbc6-11e8-b2bc-ac1f6b6435d0.png,2
143,../../../input/train_png/c3a572e8-bbbd-11e8-b2ba-ac1f6b6435d0.png,3
144,../../../input/train_png/7b7d54de-bba6-11e8-b2ba-ac1f6b6435d0.png,4
145,../../../input/train_png/c3fe2e06-bbc2-11e8-b2bc-ac1f6b6435d0.png,0
146,../../../input/train_png/3806f22a-bbae-11e8-b2ba-ac1f6b6435d0.png,1
147,../../../input/train_png/7dce1710-bbc8-11e8-b2bc-ac1f6b6435d0.png,2
148,../../../input/train_png/1ae12ee4-bb9b-11e8-b2b9-ac1f6b6435d0.png,3
149,../../../input/train_png/daa8005c-bbb1-11e8-b2ba-ac1f6b6435d0.png,4
150,../../../input/train_png/040c1496-bbb8-11e8-b2ba-ac1f6b6435d0.png,0
151,../../../input/train_png/342cd2ca-bbca-11e8-b2bc-ac1f6b6435d0.png,1
152,../../../input/train_png/e5af6182-bbbd-11e8-b2ba-ac1f6b6435d0.png,2
153,../../../input/train_png/4eddd750-bba6-11e8-b2ba-ac1f6b6435d0.png,3
154,../../../input/train_png/b2c2d08c-bbb4-11e8-b2ba-ac1f6b6435d0.png,4
155,../../../input/train_png/e6e2c6c0-bbae-11e8-b2ba-ac1f6b6435d0.png,0
156,../../../input/train_png/742445c0-bba2-11e8-b2b9-ac1f6b6435d0.png,1
157,../../../input/train_png/08428f6e-bb9e-11e8-b2b9-ac1f6b6435d0.png,2
158,../../../input/train_png/d274ed3a-bbc2-11e8-b2bc-ac1f6b6435d0.png,3
159,../../../input/train_png/1b4c5d3a-bbc9-11e8-b2bc-ac1f6b6435d0.png,4
160,../../../input/train_png/4d93420a-bbb9-11e8-b2ba-ac1f6b6435d0.png,0
161,../../../input/train_png/7ff20c74-bba3-11e8-b2b9-ac1f6b6435d0.png,1
162,../../../input/train_png/ebb1d19a-bbb4-11e8-b2ba-ac1f6b6435d0.png,2
163,../../../input/train_png/62a918c4-bbb2-11e8-b2ba-ac1f6b6435d0.png,3
164,../../../input/train_png/e34f720e-bbc9-11e8-b2bc-ac1f6b6435d0.png,4
165,../../../input/train_png/daebd0e0-bba0-11e8-b2b9-ac1f6b6435d0.png,0
166,../../../input/train_png/31c559ea-bbb5-11e8-b2ba-ac1f6b6435d0.png,1
167,../../../input/train_png/a06cf3b8-bba5-11e8-b2ba-ac1f6b6435d0.png,2
168,../../../input/train_png/55675402-bbc4-11e8-b2bc-ac1f6b6435d0.png,3
169,../../../input/train_png/45b86e4e-bbc7-11e8-b2bc-ac1f6b6435d0.png,4
170,../../../input/train_png/294715f0-bba7-11e8-b2ba-ac1f6b6435d0.png,0
171,../../../input/train_png/a2ee2e96-bba9-11e8-b2ba-ac1f6b6435d0.png,1
172,../../../input/train_png/e319fec8-bbb8-11e8-b2ba-ac1f6b6435d0.png,2
173,../../../input/train_png/29f081f8-bb9d-11e8-b2b9-ac1f6b6435d0.png,3
174,../../../input/train_png/6361aa70-bbac-11e8-b2ba-ac1f6b6435d0.png,4
175,../../../input/train_png/a83019dc-bbbd-11e8-b2ba-ac1f6b6435d0.png,0
176,../../../input/train_png/387a9e96-bbae-11e8-b2ba-ac1f6b6435d0.png,1
177,../../../input/train_png/74887cc0-bbc5-11e8-b2bc-ac1f6b6435d0.png,2
178,../../../input/train_png/5a52fcc2-bb9d-11e8-b2b9-ac1f6b6435d0.png,3
179,../../../input/train_png/6e98ff32-bbc1-11e8-b2bb-ac1f6b6435d0.png,4
180,../../../input/train_png/f18ddcb6-bbab-11e8-b2ba-ac1f6b6435d0.png,0
181,../../../input/train_png/f30dcb04-bbc5-11e8-b2bc-ac1f6b6435d0.png,1
182,../../../input/train_png/b691e080-bb9c-11e8-b2b9-ac1f6b6435d0.png,2
183,../../../input/train_png/8a76c376-bbab-11e8-b2ba-ac1f6b6435d0.png,3
184,../../../input/train_png/ca6ed68a-bbba-11e8-b2ba-ac1f6b6435d0.png,4
185,../../../input/train_png/864d3460-bbba-11e8-b2ba-ac1f6b6435d0.png,0
186,../../../input/train_png/0586ee64-bbc6-11e8-b2bc-ac1f6b6435d0.png,1
187,../../../input/train_png/2331a1c6-bb9d-11e8-b2b9-ac1f6b6435d0.png,2
188,../../../input/train_png/3a64b82c-bbbd-11e8-b2ba-ac1f6b6435d0.png,3
189,../../../input/train_png/b3ac5b88-bbb1-11e8-b2ba-ac1f6b6435d0.png,4
190,../../../input/train_png/54e2f6f2-bbb6-11e8-b2ba-ac1f6b6435d0.png,0
191,../../../input/train_png/68ba96e8-bbad-11e8-b2ba-ac1f6b6435d0.png,1
192,../../../input/train_png/51864554-bbca-11e8-b2bc-ac1f6b6435d0.png,2
193,../../../input/train_png/6636690e-bbbe-11e8-b2ba-ac1f6b6435d0.png,3
194,../../../input/train_png/12b5704c-bbad-11e8-b2ba-ac1f6b6435d0.png,4
195,../../../input/train_png/fe914662-bb9e-11e8-b2b9-ac1f6b6435d0.png,0
196,../../../input/train_png/ca883cf4-bb99-11e8-b2b9-ac1f6b6435d0.png,1
197,../../../input/train_png/0798b77e-bba2-11e8-b2b9-ac1f6b6435d0.png,2
198,../../../input/train_png/6651ea28-bbad-11e8-b2ba-ac1f6b6435d0.png,3
199,../../../input/train_png/ddd21da4-bbb0-11e8-b2ba-ac1f6b6435d0.png,4
200,../../../input/train_png/c542f228-bbaa-11e8-b2ba-ac1f6b6435d0.png,0
201,../../../input/train_png/c9bf27de-bba2-11e8-b2b9-ac1f6b6435d0.png,1
202,../../../input/train_png/459f7146-bb9a-11e8-b2b9-ac1f6b6435d0.png,2
203,../../../input/train_png/5e063cd2-bbb9-11e8-b2ba-ac1f6b6435d0.png,3
204,../../../input/train_png/b5284ca0-bb9e-11e8-b2b9-ac1f6b6435d0.png,4
205,../../../input/train_png/673c3320-bba9-11e8-b2ba-ac1f6b6435d0.png,0
206,../../../input/train_png/3556a318-bbbd-11e8-b2ba-ac1f6b6435d0.png,1
207,../../../input/train_png/01bc1aa2-bbad-11e8-b2ba-ac1f6b6435d0.png,2
208,../../../input/train_png/71395aae-bbbf-11e8-b2bb-ac1f6b6435d0.png,3
209,../../../input/train_png/842208a6-bbaf-11e8-b2ba-ac1f6b6435d0.png,4
210,../../../input/train_png/b8584c82-bbc5-11e8-b2bc-ac1f6b6435d0.png,0
211,../../../input/train_png/143d7ec0-bbb5-11e8-b2ba-ac1f6b6435d0.png,1
212,../../../input/train_png/7b92b818-bbb7-11e8-b2ba-ac1f6b6435d0.png,2
213,../../../input/train_png/f273c3d4-bba6-11e8-b2ba-ac1f6b6435d0.png,3
214,../../../input/train_png/efefda68-bbc3-11e8-b2bc-ac1f6b6435d0.png,4
215,../../../input/train_png/88df0b2c-bbc4-11e8-b2bc-ac1f6b6435d0.png,0
216,../../../input/train_png/7e2fd8da-bb9e-11e8-b2b9-ac1f6b6435d0.png,1
217,../../../input/train_png/a9e57a7c-bbab-11e8-b2ba-ac1f6b6435d0.png,2
218,../../../input/train_png/d89478be-bb9c-11e8-b2b9-ac1f6b6435d0.png,3
219,../../../input/train_png/3eee1284-bbc8-11e8-b2bc-ac1f6b6435d0.png,4
220,../../../input/train_png/d0ace4a0-bbca-11e8-b2bc-ac1f6b6435d0.png,0
221,../../../input/train_png/ebd0d50e-bbc3-11e8-b2bc-ac1f6b6435d0.png,1
222,../../../input/train_png/d123d84c-bbb8-11e8-b2ba-ac1f6b6435d0.png,2
223,../../../input/train_png/9d7f48d6-bbc3-11e8-b2bc-ac1f6b6435d0.png,3
224,../../../input/train_png/f4c6c550-bbb5-11e8-b2ba-ac1f6b6435d0.png,4
225,../../../input/train_png/c8f6041a-bba9-11e8-b2ba-ac1f6b6435d0.png,0
226,../../../input/train_png/7450f188-bbb1-11e8-b2ba-ac1f6b6435d0.png,1
227,../../../input/train_png/02d2c686-bbb5-11e8-b2ba-ac1f6b6435d0.png,2
228,../../../input/train_png/8c42d022-bbb6-11e8-b2ba-ac1f6b6435d0.png,3
229,../../../input/train_png/178c3c68-bba3-11e8-b2b9-ac1f6b6435d0.png,4
230,../../../input/train_png/33357e12-bba2-11e8-b2b9-ac1f6b6435d0.png,0
231,../../../input/train_png/5ce309ac-bb9b-11e8-b2b9-ac1f6b6435d0.png,1
232,../../../input/train_png/0508c48a-bbb2-11e8-b2ba-ac1f6b6435d0.png,2
233,../../../input/train_png/ec142e2a-bbc4-11e8-b2bc-ac1f6b6435d0.png,3
234,../../../input/train_png/bcae267e-bbb8-11e8-b2ba-ac1f6b6435d0.png,4
235,../../../input/train_png/c6bc211e-bbc4-11e8-b2bc-ac1f6b6435d0.png,0
236,../../../input/train_png/bb693a3c-bbb4-11e8-b2ba-ac1f6b6435d0.png,1
237,../../../input/train_png/2af24084-bbc8-11e8-b2bc-ac1f6b6435d0.png,2
238,../../../input/train_png/d94c942c-bbbe-11e8-b2ba-ac1f6b6435d0.png,3
239,../../../input/train_png/c0182f62-bbae-11e8-b2ba-ac1f6b6435d0.png,4
240,../../../input/train_png/39f89e44-bba9-11e8-b2ba-ac1f6b6435d0.png,0
241,../../../input/train_png/6b4734c6-bb9d-11e8-b2b9-ac1f6b6435d0.png,1
242,../../../input/train_png/7a3d4b46-bbb1-11e8-b2ba-ac1f6b6435d0.png,2
243,../../../input/train_png/e6ed1dac-bb9d-11e8-b2b9-ac1f6b6435d0.png,3
244,../../../input/train_png/266f22b0-bb9c-11e8-b2b9-ac1f6b6435d0.png,4
245,../../../input/train_png/8d6c1dde-bbaa-11e8-b2ba-ac1f6b6435d0.png,0
246,../../../input/train_png/a21ba1cc-bbc4-11e8-b2bc-ac1f6b6435d0.png,1
247,../../../input/train_png/18fe6bf8-bbb6-11e8-b2ba-ac1f6b6435d0.png,2
248,../../../input/train_png/ce472f7e-bbc8-11e8-b2bc-ac1f6b6435d0.png,3
249,../../../input/train_png/acfeca58-bb9f-11e8-b2b9-ac1f6b6435d0.png,4
250,../../../input/train_png/59336fd8-bbbc-11e8-b2ba-ac1f6b6435d0.png,0
251,../../../input/train_png/93d2a15c-bbaa-11e8-b2ba-ac1f6b6435d0.png,1
252,../../../input/train_png/82e1a48a-bba3-11e8-b2b9-ac1f6b6435d0.png,2
253,../../../input/train_png/c4037974-bba4-11e8-b2ba-ac1f6b6435d0.png,3
254,../../../input/train_png/bc6e24c8-bbb0-11e8-b2ba-ac1f6b6435d0.png,4
255,../../../input/train_png/ac4da56c-bb9e-11e8-b2b9-ac1f6b6435d0.png,0
256,../../../input/train_png/617719a6-bbad-11e8-b2ba-ac1f6b6435d0.png,1
257,../../../input/train_png/40387bf8-bb9a-11e8-b2b9-ac1f6b6435d0.png,2
258,../../../input/train_png/bf439458-bbb0-11e8-b2ba-ac1f6b6435d0.png,3
259,../../../input/train_png/299842ba-bbb9-11e8-b2ba-ac1f6b6435d0.png,4
260,../../../input/train_png/672174e2-bbbb-11e8-b2ba-ac1f6b6435d0.png,0
261,../../../input/train_png/d53deb0a-bba6-11e8-b2ba-ac1f6b6435d0.png,1
262,../../../input/train_png/748699d8-bbb0-11e8-b2ba-ac1f6b6435d0.png,2
263,../../../input/train_png/77bfe15a-bb9b-11e8-b2b9-ac1f6b6435d0.png,3
264,../../../input/train_png/54776114-bb9b-11e8-b2b9-ac1f6b6435d0.png,4
265,../../../input/train_png/c3e73b9c-bbae-11e8-b2ba-ac1f6b6435d0.png,0
266,../../../input/train_png/e7fa94c8-bba1-11e8-b2b9-ac1f6b6435d0.png,1
267,../../../input/train_png/d64fef1e-bba3-11e8-b2b9-ac1f6b6435d0.png,2
268,../../../input/train_png/467f1816-bbac-11e8-b2ba-ac1f6b6435d0.png,3
269,../../../input/train_png/7d95711a-bbbb-11e8-b2ba-ac1f6b6435d0.png,4
270,../../../input/train_png/2fea9f44-bba7-11e8-b2ba-ac1f6b6435d0.png,0
271,../../../input/train_png/abfc1022-bbc5-11e8-b2bc-ac1f6b6435d0.png,1
272,../../../input/train_png/9773fe1e-bbaf-11e8-b2ba-ac1f6b6435d0.png,2
273,../../../input/train_png/1f788b42-bbc2-11e8-b2bb-ac1f6b6435d0.png,3
274,../../../input/train_png/e21760ae-bb9c-11e8-b2b9-ac1f6b6435d0.png,4
275,../../../input/train_png/afc756f6-bbc2-11e8-b2bc-ac1f6b6435d0.png,0
276,../../../input/train_png/78984c9a-bbad-11e8-b2ba-ac1f6b6435d0.png,1
277,../../../input/train_png/bece3a00-bbba-11e8-b2ba-ac1f6b6435d0.png,2
278,../../../input/train_png/123c178e-bbca-11e8-b2bc-ac1f6b6435d0.png,3
279,../../../input/train_png/0543c3c4-bba7-11e8-b2ba-ac1f6b6435d0.png,4
280,../../../input/train_png/309f51b4-bbca-11e8-b2bc-ac1f6b6435d0.png,0
281,../../../input/train_png/c4ebf05a-bbbd-11e8-b2ba-ac1f6b6435d0.png,1
282,../../../input/train_png/3e27bfb6-bbc4-11e8-b2bc-ac1f6b6435d0.png,2
283,../../../input/train_png/bf62c196-bbc6-11e8-b2bc-ac1f6b6435d0.png,3
284,../../../input/train_png/61d4eeea-bbb3-11e8-b2ba-ac1f6b6435d0.png,4
285,../../../input/train_png/f92afe32-bbbe-11e8-b2ba-ac1f6b6435d0.png,0
286,../../../input/train_png/42d081ec-bbab-11e8-b2ba-ac1f6b6435d0.png,1
287,../../../input/train_png/f577614e-bbb5-11e8-b2ba-ac1f6b6435d0.png,2
288,../../../input/train_png/2317de66-bbbc-11e8-b2ba-ac1f6b6435d0.png,3
289,../../../input/train_png/1c5db75c-bba4-11e8-b2b9-ac1f6b6435d0.png,4
290,../../../input/train_png/276ddcf4-bbc1-11e8-b2bb-ac1f6b6435d0.png,0
291,../../../input/train_png/f429a344-bb9f-11e8-b2b9-ac1f6b6435d0.png,1
292,../../../input/train_png/1d1c1da4-bbaf-11e8-b2ba-ac1f6b6435d0.png,2
293,../../../input/train_png/b9ef3938-bbc6-11e8-b2bc-ac1f6b6435d0.png,3
294,../../../input/train_png/f6823a8e-bba9-11e8-b2ba-ac1f6b6435d0.png,4
295,../../../input/train_png/59a1edf2-bbc9-11e8-b2bc-ac1f6b6435d0.png,0
296,../../../input/train_png/02341824-bbba-11e8-b2ba-ac1f6b6435d0.png,1
297,../../../input/train_png/2f04dd2a-bbbf-11e8-b2ba-ac1f6b6435d0.png,2
298,../../../input/train_png/e5396a1e-bbb2-11e8-b2ba-ac1f6b6435d0.png,3
299,../../../input/train_png/1617dbf8-bbad-11e8-b2ba-ac1f6b6435d0.png,4
300,../../../input/train_png/b0b13c66-bbaa-11e8-b2ba-ac1f6b6435d0.png,0
301,../../../input/train_png/569f4484-bbbe-11e8-b2ba-ac1f6b6435d0.png,1
302,../../../input/train_png/a39a91c6-bbc3-11e8-b2bc-ac1f6b6435d0.png,2
