Id,Target,Flag_external
28053_957_G6_3,16,1
eb086aea-bbac-11e8-b2ba-ac1f6b6435d0,1 25,0
371c55b6-bbb4-11e8-b2ba-ac1f6b6435d0,0 25,0
6a279d86-bbb8-11e8-b2ba-ac1f6b6435d0,0 7,0
cab3c368-bbaf-11e8-b2ba-ac1f6b6435d0,0 2 25,0
5730_73_C5_2,21 22,1
108_618_G12_1,21 22,1
91b8b4d2-bba1-11e8-b2b9-ac1f6b6435d0,6,0
7af3f2f8-bbaa-11e8-b2ba-ac1f6b6435d0,21 25,0
9c2df81e-bbbf-11e8-b2bb-ac1f6b6435d0,1,0
39456_540_H3_2,0 14,1
46cb6f8a-bba3-11e8-b2b9-ac1f6b6435d0,0 25,0
13476832-bb9c-11e8-b2b9-ac1f6b6435d0,0 19 25,0
5045236e-bba1-11e8-b2b9-ac1f6b6435d0,0,0
9656_91_A8_2,0 12 25,1
c5f545dc-bbc2-11e8-b2bc-ac1f6b6435d0,0,0
26868_1061_F4_2,13,1
0d98419a-bbba-11e8-b2ba-ac1f6b6435d0,0 25 18,0
47ddded0-bbb2-11e8-b2ba-ac1f6b6435d0,0,0
cf39ef5a-bba7-11e8-b2ba-ac1f6b6435d0,19,0
bd5af050-bbba-11e8-b2ba-ac1f6b6435d0,14 6 2,0
7d61c5e2-bba5-11e8-b2ba-ac1f6b6435d0,0,0
b893d97c-bb9e-11e8-b2b9-ac1f6b6435d0,0 25,0
e5a49a0e-bbc7-11e8-b2bc-ac1f6b6435d0,23 2,0
634_25_E4_2,14,1
49393_1303_A4_9,16 23,1
99cba220-bbc3-11e8-b2bc-ac1f6b6435d0,0 4,0
34609_440_A5_2,6,1
0e562714-bbb5-11e8-b2ba-ac1f6b6435d0,11 4,0
c083f362-bbab-11e8-b2ba-ac1f6b6435d0,0 2,0
32445e22-bbb3-11e8-b2ba-ac1f6b6435d0,0 2,0
7d53254c-bbbd-11e8-b2ba-ac1f6b6435d0,5 22,0
2ca8a4f8-bbbf-11e8-b2ba-ac1f6b6435d0,0 21,0
6c59d6f2-bbc0-11e8-b2bb-ac1f6b6435d0,14,0
5c56eec8-bbbd-11e8-b2ba-ac1f6b6435d0,0,0
52397_1312_A9_1,14,1
4e0b08ce-bbac-11e8-b2ba-ac1f6b6435d0,23,0
5b4f5ce8-bbbf-11e8-b2ba-ac1f6b6435d0,25,0
49ebe880-bbbb-11e8-b2ba-ac1f6b6435d0,0 1,0
41325_494_F2_2,6,1
6d343864-bbbc-11e8-b2ba-ac1f6b6435d0,0 21 25,0
59738_1599_B12_3,6,1
cca56ea0-bbab-11e8-b2ba-ac1f6b6435d0,19,0
aa959c80-bbbb-11e8-b2ba-ac1f6b6435d0,0 23,0
32caca60-bba0-11e8-b2b9-ac1f6b6435d0,0 7,0
4da7c014-bbc7-11e8-b2bc-ac1f6b6435d0,14,0
71142_1435_D10_2,6,1
8549d2f0-bb9f-11e8-b2b9-ac1f6b6435d0,3 25,0
31677_1742_C2_13_cr58048fbf3cbb5,12,1
5fb9edb4-bb99-11e8-b2b9-ac1f6b6435d0,12,0
a41cbe9a-bbbd-11e8-b2ba-ac1f6b6435d0,19,0
28448_254_C5_1,21 13 25,1
5f8461e6-bbab-11e8-b2ba-ac1f6b6435d0,5 0 25,0
53322_1525_A12_6,0 13,1
bf20d692-bbbb-11e8-b2ba-ac1f6b6435d0,21,0
13491bf6-bbaa-11e8-b2ba-ac1f6b6435d0,24,0
cc6d5a32-bbb1-11e8-b2ba-ac1f6b6435d0,0,0
1f67e988-bba7-11e8-b2ba-ac1f6b6435d0,0 25,0
4fdff6a0-bb9d-11e8-b2b9-ac1f6b6435d0,0 2 25,0
36149_434_E3_4,0 12,1
5ad617ce-bbc5-11e8-b2bc-ac1f6b6435d0,6,0
55002502-bbba-11e8-b2ba-ac1f6b6435d0,2,0
c850aa2e-bbae-11e8-b2ba-ac1f6b6435d0,2 25,0
32e3e1f2-bbbf-11e8-b2ba-ac1f6b6435d0,0 21 19,0
09ba5fcc-bbc9-11e8-b2bc-ac1f6b6435d0,11,0
0513da6c-bbc8-11e8-b2bc-ac1f6b6435d0,0 2 25,0
37e62d36-bbb0-11e8-b2ba-ac1f6b6435d0,19 11,0
6dd15918-bbae-11e8-b2ba-ac1f6b6435d0,18,0
40945_1001_G1_2,5 6,1
b2f4cbd2-bbc8-11e8-b2bc-ac1f6b6435d0,0 25,0
ca70f986-bba8-11e8-b2ba-ac1f6b6435d0,0,0
72510336-bb9e-11e8-b2b9-ac1f6b6435d0,5,0
00e77c9c-bbc2-11e8-b2bb-ac1f6b6435d0,4,0
d94c942c-bbbe-11e8-b2ba-ac1f6b6435d0,11,0
cc48c912-bbb9-11e8-b2ba-ac1f6b6435d0,0 3,0
0ae791ea-bbc3-11e8-b2bc-ac1f6b6435d0,23,0
25967_607_B7_2,11 25,1
2387d3e6-bb9f-11e8-b2b9-ac1f6b6435d0,0,0
a2dbba58-bbaf-11e8-b2ba-ac1f6b6435d0,6,0
8b252b16-bbae-11e8-b2ba-ac1f6b6435d0,0,0
31364_1368_C12_3,11 23,1
8ab8893c-bbb0-11e8-b2ba-ac1f6b6435d0,14,0
a5acb1e0-bba7-11e8-b2ba-ac1f6b6435d0,0 19,0
21052_1616_G5_3,0 3 16,1
70e26f82-bbb5-11e8-b2ba-ac1f6b6435d0,11 22,0
e20f1baa-bbc0-11e8-b2bb-ac1f6b6435d0,5 0,0
f73a14e6-bbb9-11e8-b2ba-ac1f6b6435d0,0 21,0
81a565da-bbc5-11e8-b2bc-ac1f6b6435d0,5 25,0
c3674aa6-bbb6-11e8-b2ba-ac1f6b6435d0,0 21 25,0
4bf2d050-bbaa-11e8-b2ba-ac1f6b6435d0,0,0
6d8fcb1a-bbb8-11e8-b2ba-ac1f6b6435d0,0 16 25,0
451b3cc6-bbba-11e8-b2ba-ac1f6b6435d0,3,0
5904e58c-bbbc-11e8-b2ba-ac1f6b6435d0,0 4 1 2,0
8768a5ec-bba0-11e8-b2b9-ac1f6b6435d0,0,0
9ac70c24-bba4-11e8-b2b9-ac1f6b6435d0,0 14 2,0
c7f315f6-bbab-11e8-b2ba-ac1f6b6435d0,0 2,0
fea39586-bbaa-11e8-b2ba-ac1f6b6435d0,16 25,0
eacd6dae-bba8-11e8-b2ba-ac1f6b6435d0,0 1 2,0
c6af4e52-bbc5-11e8-b2bc-ac1f6b6435d0,14 16,0
19059_1026_C3_2,0 22,1
fb8e76fc-bbb6-11e8-b2ba-ac1f6b6435d0,14,0
76a424ec-bbbf-11e8-b2bb-ac1f6b6435d0,0 25,0
46a02c5e-bbc5-11e8-b2bc-ac1f6b6435d0,4 25,0
66a8681a-bbbe-11e8-b2ba-ac1f6b6435d0,0 23,0
39312_517_G11_1,16 14 25,1
55353_957_C5_7,22,1
081546f6-bbb9-11e8-b2ba-ac1f6b6435d0,0 1 7,0
360df608-bba9-11e8-b2ba-ac1f6b6435d0,21,0
71395aae-bbbf-11e8-b2bb-ac1f6b6435d0,0,0
00c76b88-bbb2-11e8-b2ba-ac1f6b6435d0,0,0
f6dc9f94-bba7-11e8-b2ba-ac1f6b6435d0,0 2,0
82daeac6-bbb4-11e8-b2ba-ac1f6b6435d0,4,0
1cc9283e-bbae-11e8-b2ba-ac1f6b6435d0,7,0
c0fd3f3e-bbbe-11e8-b2ba-ac1f6b6435d0,13,0
eb777cb0-bbb0-11e8-b2ba-ac1f6b6435d0,21 4,0
26825_255_A4_1,21 12,1
4132eec8-bba2-11e8-b2b9-ac1f6b6435d0,23,0
4144_41_E2_1,11,1
f22491ee-bbb8-11e8-b2ba-ac1f6b6435d0,0 21,0
326f67d2-bbba-11e8-b2ba-ac1f6b6435d0,0 19,0
96c88a50-bba2-11e8-b2b9-ac1f6b6435d0,0 1,0
8ef50112-bbc2-11e8-b2bb-ac1f6b6435d0,0 23 2,0
312feb84-bba2-11e8-b2b9-ac1f6b6435d0,0 25,0
9698ee10-bbb8-11e8-b2ba-ac1f6b6435d0,0,0
06ed4f5a-bbc1-11e8-b2bb-ac1f6b6435d0,1 25,0
0ed058de-bbb2-11e8-b2ba-ac1f6b6435d0,0,0
a6f285fc-bb9d-11e8-b2b9-ac1f6b6435d0,0 7,0
83bdcbb0-bbba-11e8-b2ba-ac1f6b6435d0,0 7,0
7ab02e42-bbc3-11e8-b2bc-ac1f6b6435d0,0 21,0
6923_21_A1_2,6,1
8f2161c8-bbca-11e8-b2bc-ac1f6b6435d0,11,0
31ef27ca-bbb0-11e8-b2ba-ac1f6b6435d0,0 21,0
dbdba800-bba9-11e8-b2ba-ac1f6b6435d0,25,0
b872f2c2-bb9c-11e8-b2b9-ac1f6b6435d0,5,0
42373_487_B4_2,14,1
0427ebb2-bbb8-11e8-b2ba-ac1f6b6435d0,0 7,0
a26495b0-bbb2-11e8-b2ba-ac1f6b6435d0,0 2,0
fb12be06-bbc3-11e8-b2bc-ac1f6b6435d0,0 25 18,0
b8ce6228-bba7-11e8-b2ba-ac1f6b6435d0,2,0
501e49aa-bba2-11e8-b2b9-ac1f6b6435d0,0 19 25,0
5224_708_B10_2,6,1
bf812400-bbc7-11e8-b2bc-ac1f6b6435d0,0 19 13,0
540b137c-bba2-11e8-b2b9-ac1f6b6435d0,5,0
09d8ddc8-bba4-11e8-b2b9-ac1f6b6435d0,0 22,0
2fa93714-bb9a-11e8-b2b9-ac1f6b6435d0,4,0
16c8f8b4-bba5-11e8-b2ba-ac1f6b6435d0,0,0
a6c13f3a-bbb4-11e8-b2ba-ac1f6b6435d0,4,0
5f83e9d8-bba5-11e8-b2ba-ac1f6b6435d0,0 16 2,0
c6a550fc-bbaa-11e8-b2ba-ac1f6b6435d0,0 3,0
23448_264_E5_2,14,1
e2b3f3c6-bb9f-11e8-b2b9-ac1f6b6435d0,2,0
d01fb1a6-bb9e-11e8-b2b9-ac1f6b6435d0,0 16,0
a307527c-bbae-11e8-b2ba-ac1f6b6435d0,5,0
30060ffe-bba7-11e8-b2ba-ac1f6b6435d0,1,0
80946a56-bbb6-11e8-b2ba-ac1f6b6435d0,4,0
c6767250-bbbe-11e8-b2ba-ac1f6b6435d0,0 23 25,0
229de18a-bba6-11e8-b2ba-ac1f6b6435d0,4,0
bb2232c4-bbc6-11e8-b2bc-ac1f6b6435d0,0 21 4,0
1c3a1966-bbb6-11e8-b2ba-ac1f6b6435d0,21 2 25,0
14067_201_C5_2,14,1
bed398cc-bbc1-11e8-b2bb-ac1f6b6435d0,23,0
e9fd6a4a-bb9a-11e8-b2b9-ac1f6b6435d0,23,0
11524036-bbc1-11e8-b2bb-ac1f6b6435d0,14,0
bb5a5760-bba5-11e8-b2ba-ac1f6b6435d0,23,0
474a0bec-bbc6-11e8-b2bc-ac1f6b6435d0,0 2,0
b4cc0888-bbca-11e8-b2bc-ac1f6b6435d0,25,0
283c5d56-bb9c-11e8-b2b9-ac1f6b6435d0,23 25,0
67dded88-bbc6-11e8-b2bc-ac1f6b6435d0,5 0,0
cbee0056-bb9e-11e8-b2b9-ac1f6b6435d0,4,0
94ee3aec-bbaa-11e8-b2ba-ac1f6b6435d0,0 21,0
9e474928-bbb2-11e8-b2ba-ac1f6b6435d0,6,0
5b8aa466-bbc8-11e8-b2bc-ac1f6b6435d0,25,0
51192_1061_E1_3,21 12,1
45177_759_E7_1,6 23,1
9191fd9a-bbb7-11e8-b2ba-ac1f6b6435d0,21 25,0
500f98ee-bbc8-11e8-b2bc-ac1f6b6435d0,0 21,0
f5cb5896-bba9-11e8-b2ba-ac1f6b6435d0,7,0
7da463a0-bbb6-11e8-b2ba-ac1f6b6435d0,21,0
20112e6c-bbac-11e8-b2ba-ac1f6b6435d0,21 19 25,0
fd4d69a6-bbb3-11e8-b2ba-ac1f6b6435d0,11 25,0
36d9fbe6-bbad-11e8-b2ba-ac1f6b6435d0,0 23,0
96068a60-bbbe-11e8-b2ba-ac1f6b6435d0,0 25,0
53c28ea8-bb9e-11e8-b2b9-ac1f6b6435d0,23,0
629f4434-bb9e-11e8-b2b9-ac1f6b6435d0,7,0
6625_43_D12_2,0 20,1
36421_412_E7_4,12 25,1
b87b9966-bba8-11e8-b2ba-ac1f6b6435d0,0 12 21,0
c85aa48c-bba6-11e8-b2ba-ac1f6b6435d0,25,0
b13175f6-bbab-11e8-b2ba-ac1f6b6435d0,4,0
d62ecaac-bb9c-11e8-b2b9-ac1f6b6435d0,5,0
79a51bba-bbb0-11e8-b2ba-ac1f6b6435d0,0 25,0
99e83aaa-bbca-11e8-b2bc-ac1f6b6435d0,6,0
fa5cad78-bba5-11e8-b2ba-ac1f6b6435d0,0 25,0
c9dffcd0-bbba-11e8-b2ba-ac1f6b6435d0,18,0
533bb96a-bbc0-11e8-b2bb-ac1f6b6435d0,0,0
ea71de70-bba9-11e8-b2ba-ac1f6b6435d0,19,0
e8c546c6-bb99-11e8-b2b9-ac1f6b6435d0,11,0
f446bfa6-bbc7-11e8-b2bc-ac1f6b6435d0,4,0
23910_1320_G5_7,11,1
e3bc3bba-bbaa-11e8-b2ba-ac1f6b6435d0,5 25,0
3209a580-bba8-11e8-b2ba-ac1f6b6435d0,2 25,0
1ad9ba32-bbc4-11e8-b2bc-ac1f6b6435d0,0 11 25,0
ca4a3d16-bbba-11e8-b2ba-ac1f6b6435d0,21 11 25,0
8ec4cfd8-bbbd-11e8-b2ba-ac1f6b6435d0,6,0
59bb6a24-bbac-11e8-b2ba-ac1f6b6435d0,0 7,0
74228_1494_G8_5,5 18,1
00c9616e-bba7-11e8-b2ba-ac1f6b6435d0,3,0
edec23e8-bbc3-11e8-b2bc-ac1f6b6435d0,14,0
347563ba-bba6-11e8-b2ba-ac1f6b6435d0,23,0
990c3efc-bbab-11e8-b2ba-ac1f6b6435d0,0,0
8b748584-bbc8-11e8-b2bc-ac1f6b6435d0,0 7,0
dbafe30e-bbaa-11e8-b2ba-ac1f6b6435d0,5,0
1977e662-bbb7-11e8-b2ba-ac1f6b6435d0,0 16,0
26888_259_F9_1,6,1
39713_456_G11_3,21 12,1
f1ee8b44-bbc2-11e8-b2bc-ac1f6b6435d0,4,0
17342_166_F9_1,13 25,1
3f7246b8-bba4-11e8-b2b9-ac1f6b6435d0,14 23,0
d19558d0-bbb0-11e8-b2ba-ac1f6b6435d0,2 25,0
9da1fc90-bbbf-11e8-b2bb-ac1f6b6435d0,0 2,0
001bcdd2-bbb2-11e8-b2ba-ac1f6b6435d0,0,0
04735e12-bba4-11e8-b2b9-ac1f6b6435d0,0 3,0
2e77e2a4-bbaa-11e8-b2ba-ac1f6b6435d0,0,0
58ed8c52-bbc6-11e8-b2bc-ac1f6b6435d0,0 1 25,0
d31bdf1c-bbba-11e8-b2ba-ac1f6b6435d0,0,0
57521_1308_E2_1,11,1
6d7cfbb0-bbc8-11e8-b2bc-ac1f6b6435d0,0 25,0
30604_1790_A4_1,11 25,1
49030_845_D1_2,16 14,1
223e0ffe-bbc3-11e8-b2bc-ac1f6b6435d0,0 25,0
14e8eece-bba9-11e8-b2ba-ac1f6b6435d0,25,0
f309afc8-bbbc-11e8-b2ba-ac1f6b6435d0,0 19 25,0
56062_966_C9_2,6,1
e3c5927c-bbc4-11e8-b2bc-ac1f6b6435d0,21 22 25,0
89dc5ad4-bbab-11e8-b2ba-ac1f6b6435d0,0 25,0
f3868dce-bbba-11e8-b2ba-ac1f6b6435d0,0 2,0
6935_1573_E10_4,6,1
9b7158b2-bb9c-11e8-b2b9-ac1f6b6435d0,21 25 8,0
65676_1353_C12_3,0 22,1
98823afe-bba1-11e8-b2b9-ac1f6b6435d0,22,0
aab29912-bbba-11e8-b2ba-ac1f6b6435d0,5 0,0
b5366d20-bbc7-11e8-b2bc-ac1f6b6435d0,7,0
dc504df2-bba6-11e8-b2ba-ac1f6b6435d0,23 25,0
a6034756-bba9-11e8-b2ba-ac1f6b6435d0,11,0
08844126-bbc0-11e8-b2bb-ac1f6b6435d0,14,0
cb825b48-bbc2-11e8-b2bc-ac1f6b6435d0,4,0
ad5a4858-bb9d-11e8-b2b9-ac1f6b6435d0,5,0
3e603886-bbb1-11e8-b2ba-ac1f6b6435d0,17 0 16,0
5571_72_B9_2,12 25,1
2d2393fe-bba4-11e8-b2b9-ac1f6b6435d0,0 12,0
5a09a662-bb9d-11e8-b2b9-ac1f6b6435d0,14,0
e415dc20-bbb3-11e8-b2ba-ac1f6b6435d0,5,0
573b44ac-bba4-11e8-b2b9-ac1f6b6435d0,0 16 25,0
dd845286-bbab-11e8-b2ba-ac1f6b6435d0,5 25,0
51394_1028_E8_5,0 22,1
4835_92_B12_2,13,1
28187_286_C12_2,25 18,1
a8790c78-bba4-11e8-b2ba-ac1f6b6435d0,5,0
6c6acaf0-bbb3-11e8-b2ba-ac1f6b6435d0,21,0
fb79e09a-bbc3-11e8-b2bc-ac1f6b6435d0,0 3,0
02a7b5ce-bbc7-11e8-b2bc-ac1f6b6435d0,0 11,0
9ebb42ee-bbc9-11e8-b2bc-ac1f6b6435d0,14 25,0
11261d56-bb9b-11e8-b2b9-ac1f6b6435d0,2,0
1c4d8f0c-bba0-11e8-b2b9-ac1f6b6435d0,0 2,0
7dcbcdf6-bb9c-11e8-b2b9-ac1f6b6435d0,25,0
d175763e-bb9a-11e8-b2b9-ac1f6b6435d0,0 21 24,0
0fdb24b6-bbb7-11e8-b2ba-ac1f6b6435d0,21 16,0
2cb0f758-bbb4-11e8-b2ba-ac1f6b6435d0,21 1,0
f7d61c6e-bbbf-11e8-b2bb-ac1f6b6435d0,16,0
7de73f3c-bb9c-11e8-b2b9-ac1f6b6435d0,7,0
3bc548d0-bbb3-11e8-b2ba-ac1f6b6435d0,23,0
f4ea3b86-bbb8-11e8-b2ba-ac1f6b6435d0,5 0,0
d12793f4-bbba-11e8-b2ba-ac1f6b6435d0,4,0
27164_249_B5_1,26 4,1
89eab306-bbbd-11e8-b2ba-ac1f6b6435d0,0 19,0
e3ac8ae0-bb9a-11e8-b2b9-ac1f6b6435d0,5 21 0 1,0
222abc14-bbc9-11e8-b2bc-ac1f6b6435d0,4,0
41775_486_C8_3,0 22,1
3364_35_D9_2,5 6 25,1
8d11af14-bbb1-11e8-b2ba-ac1f6b6435d0,5 21 25,0
6d57e2f6-bbc0-11e8-b2bb-ac1f6b6435d0,23,0
21b58442-bba8-11e8-b2ba-ac1f6b6435d0,24,0
67903_1263_A12_3,14,1
a098b0d2-bbc0-11e8-b2bb-ac1f6b6435d0,3,0
f5fe5b4a-bbb0-11e8-b2ba-ac1f6b6435d0,21,0
543ef4f0-bbbe-11e8-b2ba-ac1f6b6435d0,25,0
e87e3ca8-bbc2-11e8-b2bc-ac1f6b6435d0,0 1,0
86030b06-bbba-11e8-b2ba-ac1f6b6435d0,11 2,0
43c8b4d0-bba5-11e8-b2ba-ac1f6b6435d0,0 25,0
efa9eef6-bbc6-11e8-b2bc-ac1f6b6435d0,21,0
a2f60dd4-bbac-11e8-b2ba-ac1f6b6435d0,7,0
4b3a7030-bb9d-11e8-b2b9-ac1f6b6435d0,0 23 25,0
47252_765_F7_1,3 6 25,1
6b633f5c-bb9a-11e8-b2b9-ac1f6b6435d0,0 11,0
59487_1700_A11_1_cr57eb8fa509136,16,1
53415_831_C4_1,16 25,1
1ccf6cca-bba0-11e8-b2b9-ac1f6b6435d0,7,0
34746_380_G11_1,0 16,1
1d06ad4a-bba8-11e8-b2ba-ac1f6b6435d0,23,0
41622dd4-bb9b-11e8-b2b9-ac1f6b6435d0,11 25,0
49517_749_D7_3,0 16 14,1
f163c76a-bba0-11e8-b2b9-ac1f6b6435d0,0 1,0
8b2cc6a8-bbba-11e8-b2ba-ac1f6b6435d0,17 0 25,0
56508_970_G9_1,12,1
